id,group_count,resource_total,shortage_total,workload_cv,stock_sufficient,assignment_replay_passed,need_A_aircraft,shortage_A_aircraft,need_B_aircraft,shortage_B_aircraft,need_C_aircraft,shortage_C_aircraft,need_A_batteries,shortage_A_batteries,need_B_batteries,shortage_B_batteries,need_C_batteries,shortage_C_batteries,need_relay_aircraft,shortage_relay_aircraft,need_relay_components,shortage_relay_components
P13_245_6,3,35,8,0.7049636745986964,False,True,4,0,4,2,4,2,6,0,6,2,5,1,3,1,3,0
P13_246_5,3,38,11,0.2764408387096611,False,True,5,1,5,3,4,2,7,1,6,2,5,1,3,1,3,0
P13_24_56,3,36,9,0.2415999168835746,False,True,5,1,4,2,4,2,7,1,5,1,5,1,3,1,3,0
P13_256_4,3,37,10,0.6508006300873662,False,True,5,1,3,1,5,3,7,1,5,1,6,2,3,1,3,0
P13_25_46,3,39,12,0.6096403478124356,False,True,5,1,4,2,5,3,7,1,6,2,6,2,3,1,3,0
P13_26_45,3,38,11,0.2003414872040638,False,True,4,0,5,3,5,3,6,0,6,2,6,2,3,1,3,0
P13_2_456,3,36,9,0.17425775347316455,False,True,4,0,4,2,5,3,6,0,5,1,6,2,3,1,3,0
P1456_23,2,31,4,0.3573607732393061,False,True,4,0,3,1,3,1,6,0,4,0,5,1,3,1,3,0
P1456_2_3,3,33,6,0.02598067869772144,False,True,4,0,3,1,4,2,6,0,4,0,6,2,3,1,3,0
P145_236,2,33,6,0.3919163923352316,False,True,4,0,4,2,3,1,6,0,5,1,5,1,3,1,3,0
P145_23_6,3,33,6,0.8124290892674154,False,True,4,0,4,2,3,1,6,0,5,1,5,1,3,1,3,0
P145_26_3,3,35,8,0.0641911156857579,False,True,4,0,4,2,4,2,6,0,5,1,6,2,3,1,3,0
P145_2_36,3,35,8,0.06743914447187817,False,True,4,0,4,2,4,2,6,0,5,1,6,2,3,1,3,0
P146_235,2,31,4,0.7635577072770535,False,True,4,0,3,1,3,1,6,0,5,1,5,1,2,0,3,0
P146_23_5,3,35,8,0.7399303222627908,False,True,5,1,4,2,3,1,7,1,5,1,5,1,3,1,3,0
P146_25_3,3,36,9,0.517315957361148,False,True,5,1,3,1,4,2,7,1,5,1,6,2,3,1,3,0
P146_2_35,3,35,8,0.5221508069105386,False,True,4,0,4,2,4,2,6,0,5,1,6,2,3,1,3,0
P14_2356,2,31,4,0.798113326372979,False,True,4,0,3,1,3,1,6,0,5,1,5,1,2,0,3,0
P14_235_6,3,33,6,1.1679323953130543,False,True,4,0,4,2,3,1,6,0,6,2,5,1,2,0,3,0
P14_236_5,3,37,10,0.7793516960243507,False,True,5,1,5,3,3,1,7,1,6,2,5,1,3,1,3,0
P14_23_56,3,35,8,0.7470521957053142,False,True,5,1,4,2,3,1,7,1,5,1,5,1,3,1,3,0
P14_256_3,3,36,9,0.559616353406057,False,True,5,1,3,1,4,2,7,1,5,1,6,2,3,1,3,0
P14_25_36,3,38,11,0.5408728335549842,False,True,5,1,4,2,4,2,7,1,6,2,6,2,3,1,3,0
P14_26_35,3,37,10,0.545106914852973,False,True,4,0,5,3,4,2,6,0,6,2,6,2,3,1,3,0
P14_2_356,3,35,8,0.5644675963157271,False,True,4,0,4,2,4,2,6,0,5,1,6,2,3,1,3,0
P156_234,2,31,4,0.4372133976489481,False,True,5,1,3,1,3,1,6,0,4,0,4,0,3,1,3,0
P156_23_4,3,34,7,0.7900317098729749,False,True,5,1,3,1,4,2,7,1,4,0,5,1,3,1,3,0
P156_24_3,3,34,7,0.11858601187414763,False,True,5,1,3,1,4,2,7,1,4,0,5,1,3,1,3,0
P156_2_34,3,34,7,0.12268095858286675,False,True,5,1,3,1,4,2,6,0,4,0,6,2,3,1,3,0
P15_2346,2,33,6,0.4717690167448737,False,True,5,1,4,2,3,1,6,0,5,1,4,0,3,1,3,0
P15_234_6,3,33,6,0.8714088074190899,False,True,5,1,4,2,3,1,6,0,5,1,4,0,3,1,3,0
P15_236_4,3,36,9,0.8167782700405805,False,True,5,1,4,2,4,2,7,1,5,1,5,1,3,1,3,0
P15_23_46,3,36,9,0.7751832782872289,False,True,5,1,4,2,4,2,7,1,5,1,5,1,3,1,3,0
P15_246_3,3,36,9,0.16058087214339198,False,True,5,1,4,2,4,2,7,1,5,1,5,1,3,1,3,0
P15_24_36,3,36,9,0.14857563751532246,False,True,5,1,4,2,4,2,7,1,5,1,5,1,3,1,3,0
P15_26_34,3,36,9,0.1504498473763386,False,True,5,1,4,2,4,2,6,0,5,1,6,2,3,1,3,0
P15_2_346,3,36,9,0.1649294720753222,False,True,5,1,4,2,4,2,6,0,5,1,6,2,3,1,3,0
P16_2345,2,28,3,0.8434103316866957,False,True,3,0,3,1,3,1,5,0,5,1,4,0,2,0,3,0
P16_234_5,3,33,6,0.8314589393766405,False,True,5,1,4,2,3,1,6,0,5,1,4,0,3,1,3,0
P16_235_4,3,32,5,1.1643772647032864,False,True,4,0,3,1,4,2,6,0,5,1,5,1,2,0,3,0
P16_23_45,3,34,7,0.7598648397337745,False,True,4,0,4,2,4,2,6,0,5,1,5,1,3,1,3,0
P16_245_3,3,33,6,0.6150700122077938,False,True,4,0,3,1,4,2,6,0,5,1,5,1,3,1,3,0
P16_24_35,3,34,7,0.578517889541062,False,True,4,0,4,2,4,2,6,0,5,1,5,1,3,1,3,0
P16_25_34,3,35,8,0.5750176158073721,False,True,5,1,3,1,4,2,6,0,5,1,6,2,3,1,3,0
P16_2_345,3,33,8,0.6199393201924981,False,True,3,0,4,2,4,2,5,0,5,1,6,2,3,1,3,0
P1_23456,2,28,3,0.8779659507826211,False,True,3,0,3,1,3,1,5,0,5,1,4,0,2,0,3,0
P1_2345_6,3,30,5,1.249274204573023,False,True,3,0,4,2,3,1,5,0,6,2,4,0,2,0,3,0
P1_2346_5,3,35,8,0.8714896572995984,False,True,5,1,5,3,3,1,6,0,6,2,4,0,3,1,3,0
P1_234_56,3,33,6,0.8402696617651418,False,True,5,1,4,2,3,1,6,0,5,1,4,0,3,1,3,0
P1_2356_4,3,32,5,1.200358368969533,False,True,4,0,3,1,4,2,6,0,5,1,5,1,2,0,3,0
P1_235_46,3,34,7,1.1634380115352247,False,True,4,0,4,2,4,2,6,0,6,2,5,1,2,0,3,0
P1_236_45,3,36,9,0.800890625656908,False,True,4,0,5,3,4,2,6,0,6,2,5,1,3,1,3,0
P1_23_456,3,34,7,0.7721805142494709,False,True,4,0,4,2,4,2,6,0,5,1,5,1,3,1,3,0
P1_2456_3,3,33,6,0.6573764931871507,False,True,4,0,3,1,4,2,6,0,5,1,5,1,3,1,3,0
P1_245_36,3,35,8,0.638261527560589,False,True,4,0,4,2,4,2,6,0,6,2,5,1,3,1,3,0
P1_246_35,3,36,9,0.6061856997661468,False,True,4,0,5,3,4,2,6,0,6,2,5,1,3,1,3,0
P1_24_356,3,34,7,0.6203258707820728,False,True,4,0,4,2,4,2,6,0,5,1,5,1,3,1,3,0
P1_256_34,3,35,8,0.6167162694928443,False,True,5,1,3,1,4,2,6,0,5,1,6,2,3,1,3,0
P1_25_346,3,37,10,0.6032005897252088,False,True,5,1,4,2,4,2,6,0,6,2,6,2,3,1,3,0
P1_26_345,3,35,10,0.6426226571583831,False,True,3,0,5,3,4,2,5,0,6,2,6,2,3,1,3,0
P1_2_3456,3,33,8,0.6622575280603411,False,True,3,0,4,2,4,2,5,0,5,1,6,2,3,1,3,0
