scheme,box,kind,priority,desired_s,hard_deadline_s,delivered_s,hard_slack_s,soft_delay_s
original_main,S002-WAT-03,饮用水,12,3600,,2986.376998156692,,0.0
original_main,S002-WAT-04,饮用水,12,3600,,2986.376998156692,,0.0
original_main,S003-FOD-01,应急食品,8,10800,,5255.872579224742,,0.0
original_main,S003-FOD-02,应急食品,8,10800,,5255.872579224742,,0.0
original_main,S003-HYG-01,生活卫生用品,6,14400,,5255.872579224742,,0.0
original_main,S003-MED-01,医疗物资,20,7200,7200,3091.5534654670028,4108.446534532997,
original_main,S003-WAT-01,饮用水,10,7200,7200,6826.286864397732,373.71313560226827,
original_main,S003-WAT-02,饮用水,10,7200,,5255.872579224742,,0.0
original_main,S003-WAT-03,饮用水,10,7200,,5255.872579224742,,0.0
original_main,S003-WAT-04,饮用水,10,7200,,5255.872579224742,,0.0
original_main,S004-FOD-01,应急食品,8,10800,,5852.234221932738,,0.0
original_main,S004-HYG-01,生活卫生用品,6,14400,,5852.234221932738,,0.0
original_main,S004-MED-01,医疗物资,20,7200,7200,2686.097244465844,4513.902755534156,
original_main,S004-WAT-01,饮用水,10,7200,7200,2686.097244465844,4513.902755534156,
original_main,S004-WAT-02,饮用水,10,7200,,5852.234221932738,,0.0
original_main,S004-WAT-03,饮用水,10,7200,,5852.234221932738,,0.0
original_main,S005-FOD-01,应急食品,6,14400,,4780.039299615673,,0.0
original_main,S005-HYG-01,生活卫生用品,4,18000,,6488.560475941596,,0.0
original_main,S005-MED-01,医疗物资,16,10800,10800,3891.6980563597467,6908.301943640254,
original_main,S005-WAT-01,饮用水,8,10800,10800,3891.6980563597467,6908.301943640254,
original_main,S005-WAT-02,饮用水,8,10800,,4780.039299615673,,0.0
original_main,S005-WAT-03,饮用水,8,10800,,6488.560475941596,,0.0
original_main,S006-FOD-01,应急食品,10,7200,,1169.162541438996,,0.0
original_main,S006-HYG-01,生活卫生用品,8,10800,,1169.162541438996,,0.0
original_main,S006-MED-01,医疗物资,24,3600,3600,883.7532919679674,2716.2467080320325,
original_main,S006-WAT-01,饮用水,12,3600,3600,883.7532919679674,2716.2467080320325,
original_main,S006-WAT-02,饮用水,12,3600,,1169.162541438996,,0.0
original_main,S006-WAT-03,饮用水,12,3600,,1169.162541438996,,0.0
original_main,S007-FOD-01,应急食品,10,7200,,1853.9456798350275,,0.0
original_main,S007-HYG-01,生活卫生用品,8,10800,,1853.9456798350275,,0.0
original_main,S007-MED-01,医疗物资,24,3600,3600,1133.8608178597733,2466.1391821402267,
original_main,S007-WAT-01,饮用水,12,3600,3600,1133.8608178597733,2466.1391821402267,
original_main,S007-WAT-02,饮用水,12,3600,,1853.9456798350275,,0.0
original_main,S008-FOD-01,应急食品,8,10800,,4606.50819270126,,0.0
original_main,S008-HYG-01,生活卫生用品,6,14400,,4777.497667992171,,0.0
original_main,S008-MED-01,医疗物资,20,7200,7200,4606.50819270126,2593.4918072987402,
original_main,S008-WAT-01,饮用水,10,7200,7200,4606.50819270126,2593.4918072987402,
original_main,S008-WAT-02,饮用水,10,7200,,4777.497667992171,,0.0
original_main,S009-FOD-01,应急食品,6,14400,,6639.372009626485,,0.0
original_main,S009-MED-01,医疗物资,16,10800,10800,1127.3572431194746,9672.642756880525,
original_main,S009-WAT-01,饮用水,8,10800,10800,5327.839775947942,5472.160224052058,
original_main,S010-FOD-01,应急食品,10,7200,,3078.5013526848325,,0.0
original_main,S010-MED-01,医疗物资,24,3600,3600,2264.8022634997756,1335.1977365002244,
original_main,S010-WAT-01,饮用水,12,3600,3600,2264.8022634997756,1335.1977365002244,
original_main,S011-FOD-01,应急食品,6,14400,,6666.225431873894,,0.0
original_main,S011-MED-01,医疗物资,16,10800,10800,3072.7429857213783,7727.257014278622,
original_main,S011-WAT-01,饮用水,8,10800,10800,3072.7429857213783,7727.257014278622,
original_main,S012-FOD-01,应急食品,10,7200,,5046.881614060195,,0.0
original_main,S012-MED-01,医疗物资,22,7200,3600,1345.2495443797914,2254.7504556202084,
original_main,S012-WAT-01,饮用水,12,3600,3600,1345.2495443797914,2254.7504556202084,
original_main,S013-FOD-01,应急食品,10,7200,,4537.2537850514345,,0.0
original_main,S013-MED-01,医疗物资,24,3600,3600,998.0180296134231,2601.981970386577,
original_main,S013-WAT-01,饮用水,12,3600,3600,998.0180296134231,2601.981970386577,
original_main,S014-FOD-01,应急食品,10,7200,,2702.548111879978,,0.0
original_main,S014-MED-01,医疗物资,22,7200,3600,2640.79550430463,959.20449569537,
original_main,S014-WAT-01,饮用水,12,3600,3600,2640.79550430463,959.20449569537,
original_main,S015-FOD-01,应急食品,6,14400,,6090.139933492595,,0.0
original_main,S015-MED-01,医疗物资,18,7200,7200,3548.8176093400584,3651.1823906599416,
original_main,S015-WAT-01,饮用水,8,10800,10800,6403.528658023246,4396.471341976754,
original_energy,S001-FOD-01,应急食品,10,7200,,1182.8980887587327,,0.0
original_energy,S001-FOD-02,应急食品,10,7200,,1182.8980887587327,,0.0
original_energy,S001-FOD-03,应急食品,10,7200,,1182.8980887587327,,0.0
original_energy,S001-HYG-01,生活卫生用品,8,10800,,3297.9797300371856,,0.0
original_energy,S001-HYG-02,生活卫生用品,8,10800,,3297.9797300371856,,0.0
original_energy,S001-MED-01,医疗物资,24,3600,3600,969.3587719896758,2630.641228010324,
original_energy,S001-MED-02,医疗物资,24,3600,3600,969.3587719896758,2630.641228010324,
original_energy,S001-WAT-01,饮用水,12,3600,3600,969.3587719896758,2630.641228010324,
original_energy,S001-WAT-02,饮用水,12,3600,,3297.9797300371856,,0.0
original_energy,S001-WAT-03,饮用水,12,3600,,3297.9797300371856,,0.0
original_energy,S001-WAT-04,饮用水,12,3600,,3297.9797300371856,,0.0
original_energy,S001-WAT-05,饮用水,12,3600,,3297.9797300371856,,0.0
original_energy,S001-WAT-06,饮用水,12,3600,,1182.8980887587327,,0.0
original_energy,S001-WAT-07,饮用水,12,3600,,1182.8980887587327,,0.0
original_energy,S001-WAT-08,饮用水,12,3600,,1182.8980887587327,,0.0
original_energy,S002-FOD-01,应急食品,10,7200,,1490.9508206392265,,0.0
original_energy,S002-FOD-02,应急食品,10,7200,,1490.9508206392265,,0.0
original_energy,S002-HYG-01,生活卫生用品,8,10800,,1490.9508206392265,,0.0
original_energy,S002-MED-01,医疗物资,24,3600,3600,1557.8743471608939,2042.1256528391061,
original_energy,S002-WAT-01,饮用水,12,3600,3600,1557.8743471608939,2042.1256528391061,
original_energy,S002-WAT-02,饮用水,12,3600,,1490.9508206392265,,0.0
original_energy,S002-WAT-03,饮用水,12,3600,,1490.9508206392265,,0.0
original_energy,S002-WAT-04,饮用水,12,3600,,1490.9508206392265,,0.0
original_energy,S003-FOD-01,应急食品,8,10800,,6253.1121191589455,,0.0
original_energy,S003-FOD-02,应急食品,8,10800,,6253.1121191589455,,0.0
original_energy,S003-HYG-01,生活卫生用品,6,14400,,6253.1121191589455,,0.0
original_energy,S003-MED-01,医疗物资,20,7200,7200,3557.9005420349276,3642.0994579650724,
original_energy,S003-WAT-01,饮用水,10,7200,7200,5572.615254454075,1627.3847455459254,
original_energy,S003-WAT-02,饮用水,10,7200,,6253.1121191589455,,0.0
original_energy,S003-WAT-03,饮用水,10,7200,,6253.1121191589455,,0.0
original_energy,S003-WAT-04,饮用水,10,7200,,6253.1121191589455,,0.0
original_energy,S004-FOD-01,应急食品,8,10800,,5064.069851279839,,0.0
original_energy,S004-HYG-01,生活卫生用品,6,14400,,5064.069851279839,,0.0
original_energy,S004-MED-01,医疗物资,20,7200,7200,2686.097244465844,4513.902755534156,
original_energy,S004-WAT-01,饮用水,10,7200,7200,2686.097244465844,4513.902755534156,
original_energy,S004-WAT-02,饮用水,10,7200,,5064.069851279839,,0.0
original_energy,S004-WAT-03,饮用水,10,7200,,5064.069851279839,,0.0
original_energy,S005-FOD-01,应急食品,6,14400,,7026.349204081665,,0.0
original_energy,S005-HYG-01,生活卫生用品,4,18000,,7026.349204081665,,0.0
original_energy,S005-MED-01,医疗物资,16,10800,10800,3412.0956778372906,7387.904322162709,
original_energy,S005-WAT-01,饮用水,8,10800,10800,3412.0956778372906,7387.904322162709,
original_energy,S005-WAT-02,饮用水,8,10800,,7026.349204081665,,0.0
original_energy,S005-WAT-03,饮用水,8,10800,,7026.349204081665,,0.0
original_energy,S006-FOD-01,应急食品,10,7200,,2664.5887189564614,,0.0
original_energy,S006-HYG-01,生活卫生用品,8,10800,,2664.5887189564614,,0.0
original_energy,S006-MED-01,医疗物资,24,3600,3600,936.7704405418276,2663.2295594581724,
original_energy,S006-WAT-01,饮用水,12,3600,3600,936.7704405418276,2663.2295594581724,
original_energy,S006-WAT-02,饮用水,12,3600,,2664.5887189564614,,0.0
original_energy,S006-WAT-03,饮用水,12,3600,,2664.5887189564614,,0.0
original_energy,S007-FOD-01,应急食品,10,7200,,3349.371857352493,,0.0
original_energy,S007-HYG-01,生活卫生用品,8,10800,,3349.371857352493,,0.0
original_energy,S007-MED-01,医疗物资,24,3600,3600,1058.2971239330009,2541.702876066999,
original_energy,S007-WAT-01,饮用水,12,3600,3600,1058.2971239330009,2541.702876066999,
original_energy,S007-WAT-02,饮用水,12,3600,,3349.371857352493,,0.0
original_energy,S008-FOD-01,应急食品,8,10800,,4957.8425232979935,,0.0
original_energy,S008-HYG-01,生活卫生用品,6,14400,,6855.883794784988,,0.0
original_energy,S008-MED-01,医疗物资,20,7200,7200,4957.8425232979935,2242.1574767020065,
original_energy,S008-WAT-01,饮用水,10,7200,7200,4957.8425232979935,2242.1574767020065,
original_energy,S008-WAT-02,饮用水,10,7200,,6855.883794784988,,0.0
original_energy,S009-FOD-01,应急食品,6,14400,,4623.787521405145,,0.0
original_energy,S009-MED-01,医疗物资,16,10800,10800,1127.3572431194746,9672.642756880525,
original_energy,S009-WAT-01,饮用水,8,10800,10800,4623.787521405145,6176.212478594855,
original_energy,S010-FOD-01,应急食品,10,7200,,3198.846207990655,,0.0
original_energy,S010-MED-01,医疗物资,24,3600,3600,2969.1719250431133,630.8280749568867,
original_energy,S010-WAT-01,饮用水,12,3600,3600,2969.1719250431133,630.8280749568867,
original_energy,S011-FOD-01,应急食品,6,14400,,1631.7211026110533,,0.0
original_energy,S011-MED-01,医疗物资,16,10800,10800,4553.815562562867,6246.184437437133,
original_energy,S011-WAT-01,饮用水,8,10800,10800,4553.815562562867,6246.184437437133,
original_energy,S012-FOD-01,应急食品,10,7200,,2631.26375879678,,0.0
original_energy,S012-MED-01,医疗物资,22,7200,3600,1345.2495443797914,2254.7504556202084,
original_energy,S012-WAT-01,饮用水,12,3600,3600,1345.2495443797914,2254.7504556202084,
original_energy,S013-FOD-01,应急食品,10,7200,,3136.0982544722074,,0.0
original_energy,S013-MED-01,医疗物资,24,3600,3600,1028.018029613423,2571.981970386577,
original_energy,S013-WAT-01,饮用水,12,3600,3600,1028.018029613423,2571.981970386577,
original_energy,S014-FOD-01,应急食品,10,7200,,3406.917773423316,,0.0
original_energy,S014-MED-01,医疗物资,22,7200,3600,2761.140359610452,838.8596403895481,
original_energy,S014-WAT-01,饮用水,12,3600,3600,2761.140359610452,838.8596403895481,
original_energy,S015-FOD-01,应急食品,6,14400,,6090.139933492595,,0.0
original_energy,S015-MED-01,医疗物资,18,7200,7200,4015.1646859079833,3184.8353140920167,
original_energy,S015-WAT-01,饮用水,8,10800,10800,5149.857048079588,5650.142951920412,
refined_energy,S001-FOD-01,应急食品,10,7200,,3587.4959716690137,,0.0
refined_energy,S001-FOD-02,应急食品,10,7200,,3587.4959716690137,,0.0
refined_energy,S001-FOD-03,应急食品,10,7200,,3587.4959716690137,,0.0
refined_energy,S001-HYG-01,生活卫生用品,8,10800,,1182.8980887587327,,0.0
refined_energy,S001-HYG-02,生活卫生用品,8,10800,,1182.8980887587327,,0.0
refined_energy,S001-MED-01,医疗物资,24,3600,3600,969.3587719896758,2630.641228010324,
refined_energy,S001-MED-02,医疗物资,24,3600,3600,969.3587719896758,2630.641228010324,
refined_energy,S001-WAT-01,饮用水,12,3600,3600,969.3587719896758,2630.641228010324,
refined_energy,S001-WAT-02,饮用水,12,3600,,1182.8980887587327,,0.0
refined_energy,S001-WAT-03,饮用水,12,3600,,1182.8980887587327,,0.0
refined_energy,S001-WAT-04,饮用水,12,3600,,1182.8980887587327,,0.0
refined_energy,S001-WAT-05,饮用水,12,3600,,1182.8980887587327,,0.0
refined_energy,S001-WAT-06,饮用水,12,3600,,3587.4959716690137,,0.0
refined_energy,S001-WAT-07,饮用水,12,3600,,3587.4959716690137,,0.0
refined_energy,S001-WAT-08,饮用水,12,3600,,3587.4959716690137,,0.0
refined_energy,S002-FOD-01,应急食品,10,7200,,2986.376998156692,,0.0
refined_energy,S002-FOD-02,应急食品,10,7200,,2986.376998156692,,0.0
refined_energy,S002-HYG-01,生活卫生用品,8,10800,,2986.376998156692,,0.0
refined_energy,S002-MED-01,医疗物资,24,3600,3600,1557.8743471608939,2042.1256528391061,
refined_energy,S002-WAT-01,饮用水,12,3600,3600,1557.8743471608939,2042.1256528391061,
refined_energy,S002-WAT-02,饮用水,12,3600,,2986.376998156692,,0.0
refined_energy,S002-WAT-03,饮用水,12,3600,,2986.376998156692,,0.0
refined_energy,S002-WAT-04,饮用水,12,3600,,2986.376998156692,,0.0
refined_energy,S003-FOD-01,应急食品,8,10800,,6044.036949877643,,0.0
refined_energy,S003-FOD-02,应急食品,8,10800,,6044.036949877643,,0.0
refined_energy,S003-HYG-01,生活卫生用品,6,14400,,6044.036949877643,,0.0
refined_energy,S003-MED-01,医疗物资,20,7200,7200,2602.647043281937,4597.352956718063,
refined_energy,S003-WAT-01,饮用水,10,7200,7200,6766.286864397732,433.71313560226827,
refined_energy,S003-WAT-02,饮用水,10,7200,,6044.036949877643,,0.0
refined_energy,S003-WAT-03,饮用水,10,7200,,6044.036949877643,,0.0
refined_energy,S003-WAT-04,饮用水,10,7200,,6044.036949877643,,0.0
refined_energy,S004-FOD-01,应急食品,8,10800,,5064.069851279839,,0.0
refined_energy,S004-HYG-01,生活卫生用品,6,14400,,5064.069851279839,,0.0
refined_energy,S004-MED-01,医疗物资,20,7200,7200,3655.086325989551,3544.913674010449,
refined_energy,S004-WAT-01,饮用水,10,7200,7200,3655.086325989551,3544.913674010449,
refined_energy,S004-WAT-02,饮用水,10,7200,,5064.069851279839,,0.0
refined_energy,S004-WAT-03,饮用水,10,7200,,5064.069851279839,,0.0
refined_energy,S005-FOD-01,应急食品,6,14400,,7026.349204081665,,0.0
refined_energy,S005-HYG-01,生活卫生用品,4,18000,,7026.349204081665,,0.0
refined_energy,S005-MED-01,医疗物资,16,10800,10800,2443.106596313584,8356.893403686416,
refined_energy,S005-WAT-01,饮用水,8,10800,10800,2443.106596313584,8356.893403686416,
refined_energy,S005-WAT-02,饮用水,8,10800,,7026.349204081665,,0.0
refined_energy,S005-WAT-03,饮用水,8,10800,,7026.349204081665,,0.0
refined_energy,S006-FOD-01,应急食品,10,7200,,1169.162541438996,,0.0
refined_energy,S006-HYG-01,生活卫生用品,8,10800,,1169.162541438996,,0.0
refined_energy,S006-MED-01,医疗物资,24,3600,3600,883.7532919679674,2716.2467080320325,
refined_energy,S006-WAT-01,饮用水,12,3600,3600,883.7532919679674,2716.2467080320325,
refined_energy,S006-WAT-02,饮用水,12,3600,,1169.162541438996,,0.0
refined_energy,S006-WAT-03,饮用水,12,3600,,1169.162541438996,,0.0
refined_energy,S007-FOD-01,应急食品,10,7200,,1853.9456798350275,,0.0
refined_energy,S007-HYG-01,生活卫生用品,8,10800,,1853.9456798350275,,0.0
refined_energy,S007-MED-01,医疗物资,24,3600,3600,1133.8608178597733,2466.1391821402267,
refined_energy,S007-WAT-01,饮用水,12,3600,3600,1133.8608178597733,2466.1391821402267,
refined_energy,S007-WAT-02,饮用水,12,3600,,1853.9456798350275,,0.0
refined_energy,S008-FOD-01,应急食品,8,10800,,5310.877854244597,,0.0
refined_energy,S008-HYG-01,生活卫生用品,6,14400,,4546.50819270126,,0.0
refined_energy,S008-MED-01,医疗物资,20,7200,7200,5310.877854244597,1889.122145755403,
refined_energy,S008-WAT-01,饮用水,10,7200,7200,5310.877854244597,1889.122145755403,
refined_energy,S008-WAT-02,饮用水,10,7200,,4546.50819270126,,0.0
refined_energy,S009-FOD-01,应急食品,6,14400,,7011.651191628856,,0.0
refined_energy,S009-MED-01,医疗物资,16,10800,10800,1127.3572431194746,9672.642756880525,
refined_energy,S009-WAT-01,饮用水,8,10800,10800,7011.651191628856,3788.3488083711436,
refined_energy,S010-FOD-01,应急食品,10,7200,,2847.511877393921,,0.0
refined_energy,S010-MED-01,医疗物资,24,3600,3600,2969.1719250431133,630.8280749568867,
refined_energy,S010-WAT-01,饮用水,12,3600,3600,2969.1719250431133,630.8280749568867,
refined_energy,S011-FOD-01,应急食品,6,14400,,1631.7211026110533,,0.0
refined_energy,S011-MED-01,医疗物资,16,10800,10800,893.9542734339071,9906.045726566093,
refined_energy,S011-WAT-01,饮用水,8,10800,10800,893.9542734339071,9906.045726566093,
refined_energy,S012-FOD-01,应急食品,10,7200,,4323.478526360941,,0.0
refined_energy,S012-MED-01,医疗物资,22,7200,3600,3402.5930647924624,197.40693520753757,
refined_energy,S012-WAT-01,饮用水,12,3600,3600,3402.5930647924624,197.40693520753757,
refined_energy,S013-FOD-01,应急食品,10,7200,,4828.313022036368,,0.0
refined_energy,S013-MED-01,医疗物资,24,3600,3600,1028.018029613423,2571.981970386577,
refined_energy,S013-WAT-01,饮用水,12,3600,3600,1028.018029613423,2571.981970386577,
refined_energy,S014-FOD-01,应急食品,10,7200,,3406.917773423316,,0.0
refined_energy,S014-MED-01,医疗物资,22,7200,3600,2409.806029013718,1190.1939709862818,
refined_energy,S014-WAT-01,饮用水,12,3600,3600,2409.806029013718,1190.1939709862818,
refined_energy,S015-FOD-01,应急食品,6,14400,,5386.527532660663,,0.0
refined_energy,S015-MED-01,医疗物资,18,7200,7200,3059.911187154993,4140.088812845007,
refined_energy,S015-WAT-01,饮用水,8,10800,10800,6343.528658023246,4456.471341976754,
