id,group_count,resource_total,shortage_total,workload_cv,stock_sufficient,assignment_replay_passed,need_A_aircraft,shortage_A_aircraft,need_B_aircraft,shortage_B_aircraft,need_C_aircraft,shortage_C_aircraft,need_A_batteries,shortage_A_batteries,need_B_batteries,shortage_B_batteries,need_C_batteries,shortage_C_batteries,need_relay_aircraft,shortage_relay_aircraft,need_relay_components,shortage_relay_components
P126_34_5,3,36,9,0.3198837746590599,False,True,4,0,5,3,3,1,6,0,8,4,4,0,3,1,3,0
P126_35_4,3,38,11,0.626087093742875,False,True,5,1,4,2,4,2,7,1,7,3,5,1,3,1,3,0
P126_3_45,3,40,13,0.22509164580761248,False,True,5,1,5,3,4,2,7,1,8,4,5,1,3,1,3,0
P12_3456,2,32,5,0.2242529798686892,False,True,4,0,3,1,3,1,6,0,6,2,4,0,3,1,3,0
P12_345_6,3,34,7,0.7078262443593324,False,True,4,0,4,2,3,1,6,0,7,3,4,0,3,1,3,0
P12_346_5,3,35,8,0.3239377314502009,False,True,4,0,4,2,3,1,6,0,8,4,4,0,3,1,3,0
P12_34_56,3,34,7,0.2765450370598209,False,True,4,0,4,2,3,1,6,0,7,3,4,0,3,1,3,0
P12_356_4,3,36,9,0.6414597322829723,False,True,5,1,3,1,4,2,7,1,6,2,5,1,3,1,3,0
P12_35_46,3,38,11,0.5909831322140422,False,True,5,1,4,2,4,2,7,1,7,3,5,1,3,1,3,0
P12_36_45,3,39,12,0.2171934235555803,False,True,5,1,4,2,4,2,7,1,8,4,5,1,3,1,3,0
P12_3_456,3,38,11,0.17584387276282726,False,True,5,1,4,2,4,2,7,1,7,3,5,1,3,1,3,0
P13456_2,2,35,8,0.3760429529554403,False,True,5,1,3,1,4,2,6,0,6,2,5,1,3,1,3,0
P1345_26,2,37,10,0.33408144104813964,False,True,5,1,4,2,4,2,6,0,7,3,5,1,3,1,3,0
P1345_2_6,3,37,10,0.792554315041181,False,True,5,1,4,2,4,2,6,0,7,3,5,1,3,1,3,0
P1346_25,2,35,8,0.010965466130646473,False,True,5,1,3,1,4,2,6,0,6,2,5,1,3,1,3,0
P1346_2_5,3,38,11,0.39810972889232726,False,True,5,1,4,2,4,2,6,0,8,4,5,1,3,1,3,0
P134_256,2,34,7,0.03099604577665404,False,True,5,1,3,1,4,2,6,0,5,1,5,1,3,1,3,0
P134_25_6,3,36,9,0.6627134039131447,False,True,5,1,4,2,4,2,6,0,6,2,5,1,3,1,3,0
P134_26_5,3,39,12,0.36982877305921247,False,True,5,1,5,3,4,2,6,0,8,4,5,1,3,1,3,0
P134_2_56,3,37,10,0.34710064067847063,False,True,5,1,4,2,4,2,6,0,7,3,5,1,3,1,3,0
P1356_24,2,33,6,0.2790764700024699,False,True,4,0,3,1,4,2,6,0,6,2,4,0,3,1,3,0
P1356_2_4,3,37,10,0.725307613096065,False,True,5,1,3,1,5,3,7,1,6,2,5,1,3,1,3,0
P135_246,2,35,8,0.2371149580951691,False,True,4,0,4,2,4,2,6,0,7,3,4,0,3,1,3,0
P135_24_6,3,35,8,0.7341380613320249,False,True,4,0,4,2,4,2,6,0,7,3,4,0,3,1,3,0
P135_26_4,3,39,12,0.6981959496707943,False,True,5,1,4,2,5,3,7,1,7,3,5,1,3,1,3,0
P135_2_46,3,39,12,0.6740234438737691,False,True,5,1,4,2,5,3,7,1,7,3,5,1,3,1,3,0
P136_245,2,33,6,0.08600101682232396,False,True,4,0,3,1,4,2,6,0,6,2,4,0,3,1,3,0
P136_24_5,3,36,9,0.3410349491696925,False,True,4,0,4,2,4,2,6,0,8,4,4,0,3,1,3,0
P136_25_4,3,37,10,0.606002856378745,False,True,5,1,3,1,5,3,7,1,6,2,5,1,3,1,3,0
P136_2_45,3,40,13,0.28044763479264917,False,True,5,1,4,2,5,3,7,1,8,4,5,1,3,1,3,0
P13_2456,2,32,5,0.12796252872962458,False,True,4,0,3,1,4,2,6,0,5,1,4,0,3,1,3,0
P13_245_6,3,34,7,0.6754304155427294,False,True,4,0,4,2,4,2,6,0,6,2,4,0,3,1,3,0
P13_246_5,3,37,10,0.3267925678256091,False,True,4,0,5,3,4,2,6,0,8,4,4,0,3,1,3,0
P13_24_56,3,35,8,0.2905092518654396,False,True,4,0,4,2,4,2,6,0,7,3,4,0,3,1,3,0
P13_256_4,3,36,9,0.6120486274735425,False,True,5,1,3,1,5,3,7,1,5,1,5,1,3,1,3,0
P13_25_46,3,38,11,0.5643179389149983,False,True,5,1,4,2,5,3,7,1,6,2,5,1,3,1,3,0
P13_26_45,3,41,14,0.2510699730117313,False,True,5,1,5,3,5,3,7,1,8,4,5,1,3,1,3,0
P13_2_456,3,39,12,0.22988030596071957,False,True,5,1,4,2,5,3,7,1,7,3,5,1,3,1,3,0
P1456_23,2,41,14,0.3442045452281841,False,True,6,2,4,2,4,2,8,2,7,3,6,2,3,1,3,0
P1456_2_3,3,42,15,0.060082445620849356,False,True,6,2,4,2,5,3,8,2,7,3,6,2,3,1,3,0
P145_236,2,42,15,0.3861660571354847,False,True,6,2,4,2,4,2,8,2,8,4,6,2,3,1,3,0
P145_23_6,3,43,16,0.7994242008969266,False,True,6,2,5,3,4,2,8,2,8,4,6,2,3,1,3,0
P145_26_3,3,44,17,0.06516955889575278,False,True,6,2,5,3,5,3,8,2,8,4,6,2,3,1,3,0
P145_2_36,3,43,16,0.10152738928345313,False,True,6,2,4,2,5,3,8,2,8,4,6,2,3,1,3,0
P146_235,2,37,10,0.709282032052978,False,True,6,2,3,1,4,2,8,2,5,1,6,2,2,0,3,0
P146_23_5,3,43,16,0.7200786594284315,False,True,6,2,5,3,4,2,8,2,8,4,6,2,3,1,3,0
P146_25_3,3,41,14,0.4313896481545297,False,True,6,2,4,2,5,3,8,2,6,2,6,2,3,1,3,0
P146_2_35,3,42,15,0.48869954204552096,False,True,6,2,4,2,5,3,8,2,7,3,6,2,3,1,3,0
P14_2356,2,35,8,0.7512435439602785,False,True,6,2,2,0,4,2,8,2,4,0,6,2,2,0,3,0
P14_235_6,3,37,10,1.1130876901671356,False,True,6,2,3,1,4,2,8,2,5,1,6,2,2,0,3,0
P14_236_5,3,42,15,0.7664615207704258,False,True,6,2,4,2,4,2,8,2,8,4,6,2,3,1,3,0
P14_23_56,3,41,14,0.7251446650440054,False,True,6,2,4,2,4,2,8,2,7,3,6,2,3,1,3,0
P14_256_3,3,39,12,0.48238139433567645,False,True,6,2,3,1,5,3,8,2,5,1,6,2,3,1,3,0
P14_25_36,3,40,13,0.4645145250727358,False,True,6,2,3,1,5,3,8,2,6,2,6,2,3,1,3,0
P14_26_35,3,42,15,0.5122921222272654,False,True,6,2,4,2,5,3,8,2,7,3,6,2,3,1,3,0
P14_2_356,3,40,13,0.53989143615165,False,True,6,2,3,1,5,3,8,2,6,2,6,2,3,1,3,0
P156_234,2,38,11,0.44117102818115456,False,True,5,1,4,2,4,2,7,1,7,3,5,1,3,1,3,0
P156_23_4,3,42,15,0.7722911584884061,False,True,6,2,4,2,5,3,8,2,7,3,6,2,3,1,3,0
P156_24_3,3,39,12,0.1143798971235038,False,True,5,1,4,2,5,3,7,1,7,3,5,1,3,1,3,0
P156_2_34,3,39,12,0.16458487308786382,False,True,5,1,4,2,5,3,7,1,7,3,5,1,3,1,3,0
P15_2346,2,39,12,0.48313254008845524,False,True,5,1,4,2,4,2,7,1,8,4,5,1,3,1,3,0
P15_234_6,3,40,13,0.8714442059301697,False,True,5,1,5,3,4,2,7,1,8,4,5,1,3,1,3,0
P15_236_4,3,43,16,0.8053000098812012,False,True,6,2,4,2,5,3,8,2,8,4,6,2,3,1,3,0
P15_23_46,3,44,17,0.7549861678948581,False,True,6,2,5,3,5,3,8,2,8,4,6,2,3,1,3,0
P15_246_3,3,41,14,0.1610171192388822,False,True,5,1,5,3,5,3,7,1,8,4,5,1,3,1,3,0
P15_24_36,3,40,13,0.16088493314314745,False,True,5,1,4,2,5,3,7,1,8,4,5,1,3,1,3,0
P15_26_34,3,41,14,0.18392564238787673,False,True,5,1,5,3,5,3,7,1,8,4,5,1,3,1,3,0
P15_2_346,3,40,13,0.21445902088604288,False,True,5,1,4,2,5,3,7,1,8,4,5,1,3,1,3,0
P16_2345,2,34,7,0.8062485150059484,False,True,5,1,3,1,4,2,7,1,5,1,5,1,2,0,3,0
P16_234_5,3,40,13,0.8281584125904449,False,True,5,1,5,3,4,2,7,1,8,4,5,1,3,1,3,0
P16_235_4,3,38,11,1.107447696909258,False,True,6,2,3,1,5,3,8,2,5,1,6,2,2,0,3,0
P16_23_45,3,44,17,0.7371788083756401,False,True,6,2,5,3,5,3,8,2,8,4,6,2,3,1,3,0
P16_245_3,3,38,11,0.5493366261566935,False,True,5,1,4,2,5,3,7,1,6,2,5,1,3,1,3,0
P16_24_35,3,39,12,0.5489995654313101,False,True,5,1,4,2,5,3,7,1,7,3,5,1,3,1,3,0
P16_25_34,3,38,11,0.51251900312722,False,True,5,1,4,2,5,3,7,1,6,2,5,1,3,1,3,0
P16_2_345,3,39,12,0.6070472488045695,False,True,5,1,4,2,5,3,7,1,7,3,5,1,3,1,3,0
P1_23456,2,32,5,0.8482100269132489,False,True,5,1,2,0,4,2,7,1,4,0,5,1,2,0,3,0
P1_2345_6,3,34,7,1.2105787858620822,False,True,5,1,3,1,4,2,7,1,5,1,5,1,2,0,3,0
P1_2346_5,3,39,12,0.8757870312404228,False,True,5,1,4,2,4,2,7,1,8,4,5,1,3,1,3,0
P1_234_56,3,38,11,0.8362243455947822,False,True,5,1,4,2,4,2,7,1,7,3,5,1,3,1,3,0
P1_2356_4,3,36,9,1.1508572820972962,False,True,6,2,2,0,5,3,8,2,4,0,6,2,2,0,3,0
P1_235_46,3,38,11,1.1058886411337026,False,True,6,2,3,1,5,3,8,2,5,1,6,2,2,0,3,0
P1_236_45,3,43,16,0.7864387280132865,False,True,6,2,4,2,5,3,8,2,8,4,6,2,3,1,3,0
P1_23_456,3,42,15,0.7503070609309133,False,True,6,2,4,2,5,3,8,2,7,3,6,2,3,1,3,0
P1_2456_3,3,36,9,0.6004765529066742,False,True,5,1,3,1,5,3,7,1,5,1,5,1,3,1,3,0
P1_245_36,3,37,10,0.580991165724092,False,True,5,1,3,1,5,3,7,1,6,2,5,1,3,1,3,0
P1_246_35,3,39,12,0.5807091179166222,False,True,5,1,4,2,5,3,7,1,7,3,5,1,3,1,3,0
P1_24_356,3,37,10,0.6001327633296795,False,True,5,1,3,1,5,3,7,1,6,2,5,1,3,1,3,0
P1_256_34,3,36,9,0.5615815167688677,False,True,5,1,3,1,5,3,7,1,5,1,5,1,3,1,3,0
P1_25_346,3,37,10,0.5518686661899732,False,True,5,1,3,1,5,3,7,1,6,2,5,1,3,1,3,0
P1_26_345,3,39,12,0.6310512092733604,False,True,5,1,4,2,5,3,7,1,7,3,5,1,3,1,3,0
P1_2_3456,3,37,10,0.6583072712667746,False,True,5,1,3,1,5,3,7,1,6,2,5,1,3,1,3,0
