partition,group,zones,boxes,cargo_kg,transport_sorties,relay_sorties,work_seconds,energy_kwh,need_A_aircraft,occupancy_A_aircraft,need_B_aircraft,occupancy_B_aircraft,need_C_aircraft,occupancy_C_aircraft,need_A_batteries,occupancy_A_batteries,need_B_batteries,occupancy_B_batteries,need_C_batteries,occupancy_C_batteries,need_relay_aircraft,occupancy_relay_aircraft,need_relay_components,occupancy_relay_components
P123_46_5,G1,S001|S002|S003|S004|S005|S007|S008|S009|S015,59,574.0,19,3,47841.18165415976,60.64896589951233,4,0.30338130088673093,2,0.43132557246785125,2,0.5132688163944423,5,0.4013361287963633,3,0.5502169052368471,3,0.7050760223749891,2,0.6045376100678503,2,0.6960616221666726
P123_46_5,G2,S006|S011,9,84.0,3,0,3938.6795830314195,4.702292743717059,1,0.37330136009339365,1,0.3374512211256343,1,0.40649556793495195,1,0.6262854136934397,1,0.6589637217661671,1,0.8171717568446353,0,0.0,0,0.0
P123_46_5,G3,S010|S012|S013|S014,12,100.0,5,1,11944.577554834625,13.890705071813889,3,0.537118053522068,1,0.4890845526534951,1,0.44224831998133557,3,0.871724569204727,1,0.910322635340259,1,0.8948802350374185,1,0.7039963345496129,1,0.8242982260268862
P123_4_56,G1,S001|S002|S003|S004|S005|S007|S008|S009|S015,59,574.0,19,3,47841.18165415976,60.64896589951233,4,0.30338130088673093,2,0.43132557246785125,2,0.5132688163944423,5,0.4013361287963633,3,0.5502169052368471,3,0.7050760223749891,2,0.6045376100678503,2,0.6960616221666726
P123_4_56,G2,S006,6,59.0,2,0,2749.0492972949805,3.625121489187333,1,0.37330136009339365,0,0.0,1,0.40649556793495195,1,0.6262854136934397,0,0.0,1,0.8171717568446353,0,0.0,0,0.0
P123_4_56,G3,S010|S011|S012|S013|S014,15,125.0,6,1,13134.207840571064,14.967876326343616,3,0.3519561573864528,1,0.527174918250798,1,0.289791077195379,3,0.5712130278712577,2,0.500064771196778,1,0.5863861897390408,1,0.4613061190132746,1,0.5401360730113178
P12456_3,G1,S001|S002|S004|S006|S008|S009|S010|S011|S012|S013|S014,58,548.0,18,2,42241.243773313865,53.2591020820844,4,0.276912460459622,2,0.3947024698781324,2,0.46204439958986376,5,0.36418546778042293,3,0.5083164820875811,3,0.6389702651730853,2,0.48435982603638167,2,0.555802352338546
P12456_3,G2,S003|S005|S007|S015,22,210.0,9,2,21483.195018711944,25.98286163295889,3,0.3042388489237646,1,0.41037072758983234,1,0.45254066571020385,4,0.3764204728728491,1,0.7626104879797261,1,0.9029045027873094,1,0.5708064734709744,1,0.6672552848573464
P1245_36,G1,S001|S002|S004|S006|S008|S009|S010|S012|S013|S014,55,523.0,17,2,41051.61348757743,52.181930827554666,4,0.276912460459622,2,0.3420833617069255,2,0.46204439958986376,5,0.36418546778042293,3,0.4398145649989367,3,0.6389702651730853,2,0.48435982603638167,2,0.555802352338546
P1245_36,G2,S003|S005|S007|S011|S015,25,235.0,10,2,22672.825304448383,27.060032887488617,3,0.3042388489237646,2,0.2683870300275173,1,0.45254066571020385,4,0.3764204728728491,2,0.5047233933257411,1,0.9029045027873094,1,0.5708064734709744,1,0.6672552848573464
P1245_3_6,G1,S001|S002|S004|S006|S008|S009|S010|S012|S013|S014,55,523.0,17,2,41051.61348757743,52.181930827554666,4,0.276912460459622,2,0.3420833617069255,2,0.46204439958986376,5,0.36418546778042293,3,0.4398145649989367,3,0.6389702651730853,2,0.48435982603638167,2,0.555802352338546
P1245_3_6,G2,S003|S005|S007|S015,22,210.0,9,2,21483.195018711944,25.98286163295889,3,0.3042388489237646,1,0.41037072758983234,1,0.45254066571020385,4,0.3764204728728491,1,0.7626104879797261,1,0.9029045027873094,1,0.5708064734709744,1,0.6672552848573464
P1245_3_6,G3,S011,3,25.0,1,0,1189.630285736439,1.077171254529726,0,0.0,1,0.5120937769095864,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0
P1246_35,G1,S001|S002|S004|S006|S008|S009|S011,46,448.0,13,1,30296.666218479237,39.368397010270506,1,0.5700534544411114,1,0.6262315697591987,1,0.7765414101743315,2,0.4742132249379858,2,0.6106191683124919,2,0.8091758683790772,1,0.7338452244287003,1,0.8365939346708211
P1246_35,G2,S003|S005|S007|S010|S012|S013|S014|S015,34,310.0,14,3,33427.772573546565,39.87356670477278,3,0.5194774357225005,1,0.6063609149386646,1,0.6297622332645085,4,0.6384142233011988,2,0.5637014195389018,2,0.6307543209112835,1,0.8529179667755336,2,0.4987875957269498
P1246_3_5,G1,S001|S002|S004|S006|S008|S009|S011,46,448.0,13,1,30296.666218479237,39.368397010270506,1,0.5700534544411114,1,0.6262315697591987,1,0.7765414101743315,2,0.4742132249379858,2,0.6106191683124919,2,0.8091758683790772,1,0.7338452244287003,1,0.8365939346708211
P1246_3_5,G2,S003|S005|S007|S015,22,210.0,9,2,21483.195018711944,25.98286163295889,3,0.3042388489237646,1,0.41037072758983234,1,0.45254066571020385,4,0.3764204728728491,1,0.7626104879797261,1,0.9029045027873094,1,0.5708064734709744,1,0.6672552848573464
P1246_3_5,G3,S010|S012|S013|S014,12,100.0,5,1,11944.577554834625,13.890705071813889,3,0.537118053522068,1,0.4890845526534951,1,0.44224831998133557,3,0.871724569204727,1,0.910322635340259,1,0.8948802350374185,1,0.7039963345496129,1,0.8242982260268862
P124_356,G1,S001|S002|S004|S006|S008|S009,43,423.0,12,1,29107.0359327428,38.29122575574078,1,0.5700534544411114,1,0.5209933534167849,1,0.7765414101743315,2,0.4742132249379858,2,0.5078662926795252,2,0.8091758683790772,1,0.7338452244287003,1,0.8365939346708211
P124_356,G2,S003|S005|S007|S010|S011|S012|S013|S014|S015,37,335.0,15,3,34617.40285928301,40.95073795930251,3,0.5194774357225005,2,0.36638212370193346,1,0.6297622332645085,4,0.6384142233011988,3,0.45807971258318664,2,0.6307543209112835,1,0.8529179667755336,2,0.4987875957269498
P124_35_6,G1,S001|S002|S004|S006|S008|S009,43,423.0,12,1,29107.0359327428,38.29122575574078,1,0.5700534544411114,1,0.5209933534167849,1,0.7765414101743315,2,0.4742132249379858,2,0.5078662926795252,2,0.8091758683790772,1,0.7338452244287003,1,0.8365939346708211
P124_35_6,G2,S003|S005|S007|S010|S012|S013|S014|S015,34,310.0,14,3,33427.772573546565,39.87356670477278,3,0.5194774357225005,1,0.6063609149386646,1,0.6297622332645085,4,0.6384142233011988,2,0.5637014195389018,2,0.6307543209112835,1,0.8529179667755336,2,0.4987875957269498
P124_35_6,G3,S011,3,25.0,1,0,1189.630285736439,1.077171254529726,0,0.0,1,0.5120937769095864,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0
P124_36_5,G1,S001|S002|S004|S006|S008|S009,43,423.0,12,1,29107.0359327428,38.29122575574078,1,0.5700534544411114,1,0.5209933534167849,1,0.7765414101743315,2,0.4742132249379858,2,0.5078662926795252,2,0.8091758683790772,1,0.7338452244287003,1,0.8365939346708211
P124_36_5,G2,S003|S005|S007|S011|S015,25,235.0,10,2,22672.825304448383,27.060032887488617,3,0.3042388489237646,2,0.2683870300275173,1,0.45254066571020385,4,0.3764204728728491,2,0.5047233933257411,1,0.9029045027873094,1,0.5708064734709744,1,0.6672552848573464
P124_36_5,G3,S010|S012|S013|S014,12,100.0,5,1,11944.577554834625,13.890705071813889,3,0.537118053522068,1,0.4890845526534951,1,0.44224831998133557,3,0.871724569204727,1,0.910322635340259,1,0.8948802350374185,1,0.7039963345496129,1,0.8242982260268862
P124_3_56,G1,S001|S002|S004|S006|S008|S009,43,423.0,12,1,29107.0359327428,38.29122575574078,1,0.5700534544411114,1,0.5209933534167849,1,0.7765414101743315,2,0.4742132249379858,2,0.5078662926795252,2,0.8091758683790772,1,0.7338452244287003,1,0.8365939346708211
P124_3_56,G2,S003|S005|S007|S015,22,210.0,9,2,21483.195018711944,25.98286163295889,3,0.3042388489237646,1,0.41037072758983234,1,0.45254066571020385,4,0.3764204728728491,1,0.7626104879797261,1,0.9029045027873094,1,0.5708064734709744,1,0.6672552848573464
P124_3_56,G3,S010|S011|S012|S013|S014,15,125.0,6,1,13134.207840571064,14.967876326343616,3,0.3519561573864528,1,0.527174918250798,1,0.289791077195379,3,0.5712130278712577,2,0.500064771196778,1,0.5863861897390408,1,0.4613061190132746,1,0.5401360730113178
P1256_34,G1,S001|S002|S004|S008|S009|S010|S011|S012|S013|S014,52,489.0,16,2,39492.194476018885,49.63398059289706,4,0.2478078322681895,2,0.3947024698781324,2,0.39865913700602484,4,0.40640317762472195,3,0.5083164820875811,3,0.5540219894402115,2,0.48435982603638167,2,0.555802352338546
P1256_34,G2,S003|S005|S006|S007|S015,28,269.0,11,2,24232.244316006923,29.607983122146223,3,0.35084957167474234,1,0.41037072758983234,2,0.302403402173857,4,0.4350693667049189,1,0.7626104879797261,2,0.6045013838238934,1,0.5708064734709744,1,0.6672552848573464
P1256_3_4,G1,S001|S002|S004|S008|S009|S010|S011|S012|S013|S014,52,489.0,16,2,39492.194476018885,49.63398059289706,4,0.2478078322681895,2,0.3947024698781324,2,0.39865913700602484,4,0.40640317762472195,3,0.5083164820875811,3,0.5540219894402115,2,0.48435982603638167,2,0.555802352338546
P1256_3_4,G2,S003|S005|S007|S015,22,210.0,9,2,21483.195018711944,25.98286163295889,3,0.3042388489237646,1,0.41037072758983234,1,0.45254066571020385,4,0.3764204728728491,1,0.7626104879797261,1,0.9029045027873094,1,0.5708064734709744,1,0.6672552848573464
P1256_3_4,G3,S006,6,59.0,2,0,2749.0492972949805,3.625121489187333,1,0.37330136009339365,0,0.0,1,0.40649556793495195,1,0.6262854136934397,0,0.0,1,0.8171717568446353,0,0.0,0,0.0
P125_346,G1,S001|S002|S004|S008|S009|S010|S012|S013|S014,49,464.0,15,2,38302.56419028244,48.55680933836734,4,0.2478078322681895,2,0.3420833617069255,2,0.39865913700602484,4,0.40640317762472195,3,0.4398145649989367,3,0.5540219894402115,2,0.48435982603638167,2,0.555802352338546
P125_346,G2,S003|S005|S006|S007|S011|S015,31,294.0,12,2,25421.874601743362,30.68515437667595,3,0.35084957167474234,2,0.2683870300275173,2,0.302403402173857,4,0.4350693667049189,2,0.5047233933257411,2,0.6045013838238934,1,0.5708064734709744,1,0.6672552848573464
P125_34_6,G1,S001|S002|S004|S008|S009|S010|S012|S013|S014,49,464.0,15,2,38302.56419028244,48.55680933836734,4,0.2478078322681895,2,0.3420833617069255,2,0.39865913700602484,4,0.40640317762472195,3,0.4398145649989367,3,0.5540219894402115,2,0.48435982603638167,2,0.555802352338546
P125_34_6,G2,S003|S005|S006|S007|S015,28,269.0,11,2,24232.244316006923,29.607983122146223,3,0.35084957167474234,1,0.41037072758983234,2,0.302403402173857,4,0.4350693667049189,1,0.7626104879797261,2,0.6045013838238934,1,0.5708064734709744,1,0.6672552848573464
P125_34_6,G3,S011,3,25.0,1,0,1189.630285736439,1.077171254529726,0,0.0,1,0.5120937769095864,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0
P125_36_4,G1,S001|S002|S004|S008|S009|S010|S012|S013|S014,49,464.0,15,2,38302.56419028244,48.55680933836734,4,0.2478078322681895,2,0.3420833617069255,2,0.39865913700602484,4,0.40640317762472195,3,0.4398145649989367,3,0.5540219894402115,2,0.48435982603638167,2,0.555802352338546
P125_36_4,G2,S003|S005|S007|S011|S015,25,235.0,10,2,22672.825304448383,27.060032887488617,3,0.3042388489237646,2,0.2683870300275173,1,0.45254066571020385,4,0.3764204728728491,2,0.5047233933257411,1,0.9029045027873094,1,0.5708064734709744,1,0.6672552848573464
P125_36_4,G3,S006,6,59.0,2,0,2749.0492972949805,3.625121489187333,1,0.37330136009339365,0,0.0,1,0.40649556793495195,1,0.6262854136934397,0,0.0,1,0.8171717568446353,0,0.0,0,0.0
P125_3_46,G1,S001|S002|S004|S008|S009|S010|S012|S013|S014,49,464.0,15,2,38302.56419028244,48.55680933836734,4,0.2478078322681895,2,0.3420833617069255,2,0.39865913700602484,4,0.40640317762472195,3,0.4398145649989367,3,0.5540219894402115,2,0.48435982603638167,2,0.555802352338546
P125_3_46,G2,S003|S005|S007|S015,22,210.0,9,2,21483.195018711944,25.98286163295889,3,0.3042388489237646,1,0.41037072758983234,1,0.45254066571020385,4,0.3764204728728491,1,0.7626104879797261,1,0.9029045027873094,1,0.5708064734709744,1,0.6672552848573464
P125_3_46,G3,S006|S011,9,84.0,3,0,3938.6795830314195,4.702292743717059,1,0.37330136009339365,1,0.3374512211256343,1,0.40649556793495195,1,0.6262854136934397,1,0.6589637217661671,1,0.8171717568446353,0,0.0,0,0.0
P126_345,G1,S001|S002|S004|S008|S009|S011,40,389.0,11,1,27547.616921184257,35.74327552108317,1,0.45363494167538126,1,0.6262315697591987,1,0.6497708850066538,2,0.3765559107363725,2,0.6106191683124919,2,0.6817534547797663,1,0.7338452244287003,1,0.8365939346708211
P126_345,G2,S003|S005|S006|S007|S010|S012|S013|S014|S015,40,369.0,16,3,36176.82187084155,43.49868819396011,4,0.42456611885510864,1,0.6063609149386646,2,0.3910141859510094,5,0.5576504937066149,2,0.5637014195389018,3,0.5225356355610147,1,0.8529179667755336,2,0.4987875957269498
P126_34_5,G1,S001|S002|S004|S008|S009|S011,40,389.0,11,1,27547.616921184257,35.74327552108317,1,0.45363494167538126,1,0.6262315697591987,1,0.6497708850066538,2,0.3765559107363725,2,0.6106191683124919,2,0.6817534547797663,1,0.7338452244287003,1,0.8365939346708211
P126_34_5,G2,S003|S005|S006|S007|S015,28,269.0,11,2,24232.244316006923,29.607983122146223,3,0.35084957167474234,1,0.41037072758983234,2,0.302403402173857,4,0.4350693667049189,1,0.7626104879797261,2,0.6045013838238934,1,0.5708064734709744,1,0.6672552848573464
P126_34_5,G3,S010|S012|S013|S014,12,100.0,5,1,11944.577554834625,13.890705071813889,3,0.537118053522068,1,0.4890845526534951,1,0.44224831998133557,3,0.871724569204727,1,0.910322635340259,1,0.8948802350374185,1,0.7039963345496129,1,0.8242982260268862
P126_35_4,G1,S001|S002|S004|S008|S009|S011,40,389.0,11,1,27547.616921184257,35.74327552108317,1,0.45363494167538126,1,0.6262315697591987,1,0.6497708850066538,2,0.3765559107363725,2,0.6106191683124919,2,0.6817534547797663,1,0.7338452244287003,1,0.8365939346708211
P126_35_4,G2,S003|S005|S007|S010|S012|S013|S014|S015,34,310.0,14,3,33427.772573546565,39.87356670477278,3,0.5194774357225005,1,0.6063609149386646,1,0.6297622332645085,4,0.6384142233011988,2,0.5637014195389018,2,0.6307543209112835,1,0.8529179667755336,2,0.4987875957269498
P126_35_4,G3,S006,6,59.0,2,0,2749.0492972949805,3.625121489187333,1,0.37330136009339365,0,0.0,1,0.40649556793495195,1,0.6262854136934397,0,0.0,1,0.8171717568446353,0,0.0,0,0.0
P126_3_45,G1,S001|S002|S004|S008|S009|S011,40,389.0,11,1,27547.616921184257,35.74327552108317,1,0.45363494167538126,1,0.6262315697591987,1,0.6497708850066538,2,0.3765559107363725,2,0.6106191683124919,2,0.6817534547797663,1,0.7338452244287003,1,0.8365939346708211
P126_3_45,G2,S003|S005|S007|S015,22,210.0,9,2,21483.195018711944,25.98286163295889,3,0.3042388489237646,1,0.41037072758983234,1,0.45254066571020385,4,0.3764204728728491,1,0.7626104879797261,1,0.9029045027873094,1,0.5708064734709744,1,0.6672552848573464
P126_3_45,G3,S006|S010|S012|S013|S014,18,159.0,7,1,14693.626852129608,17.515826561001223,4,0.3211301868804396,1,0.3204813516511674,1,0.538775266564001,4,0.5243119026499363,1,0.5965050971854982,2,0.5434576284860992,1,0.4613061190132746,1,0.5401360730113178
P12_3456,G1,S001|S002|S004|S008|S009,37,364.0,10,1,26357.98663544782,34.66610426655345,1,0.45363494167538126,1,0.5209933534167849,1,0.6497708850066538,2,0.3765559107363725,2,0.5078662926795252,2,0.6817534547797663,1,0.7338452244287003,1,0.8365939346708211
P12_3456,G2,S003|S005|S006|S007|S010|S011|S012|S013|S014|S015,43,394.0,17,3,37366.45215657799,44.57585944848984,4,0.42456611885510864,2,0.36638212370193346,2,0.3910141859510094,5,0.5576504937066149,3,0.45807971258318664,3,0.5225356355610147,1,0.8529179667755336,2,0.4987875957269498
P12_345_6,G1,S001|S002|S004|S008|S009,37,364.0,10,1,26357.98663544782,34.66610426655345,1,0.45363494167538126,1,0.5209933534167849,1,0.6497708850066538,2,0.3765559107363725,2,0.5078662926795252,2,0.6817534547797663,1,0.7338452244287003,1,0.8365939346708211
P12_345_6,G2,S003|S005|S006|S007|S010|S012|S013|S014|S015,40,369.0,16,3,36176.82187084155,43.49868819396011,4,0.42456611885510864,1,0.6063609149386646,2,0.3910141859510094,5,0.5576504937066149,2,0.5637014195389018,3,0.5225356355610147,1,0.8529179667755336,2,0.4987875957269498
P12_345_6,G3,S011,3,25.0,1,0,1189.630285736439,1.077171254529726,0,0.0,1,0.5120937769095864,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0
P12_346_5,G1,S001|S002|S004|S008|S009,37,364.0,10,1,26357.98663544782,34.66610426655345,1,0.45363494167538126,1,0.5209933534167849,1,0.6497708850066538,2,0.3765559107363725,2,0.5078662926795252,2,0.6817534547797663,1,0.7338452244287003,1,0.8365939346708211
P12_346_5,G2,S003|S005|S006|S007|S011|S015,31,294.0,12,2,25421.874601743362,30.68515437667595,3,0.35084957167474234,2,0.2683870300275173,2,0.302403402173857,4,0.4350693667049189,2,0.5047233933257411,2,0.6045013838238934,1,0.5708064734709744,1,0.6672552848573464
P12_346_5,G3,S010|S012|S013|S014,12,100.0,5,1,11944.577554834625,13.890705071813889,3,0.537118053522068,1,0.4890845526534951,1,0.44224831998133557,3,0.871724569204727,1,0.910322635340259,1,0.8948802350374185,1,0.7039963345496129,1,0.8242982260268862
P12_34_56,G1,S001|S002|S004|S008|S009,37,364.0,10,1,26357.98663544782,34.66610426655345,1,0.45363494167538126,1,0.5209933534167849,1,0.6497708850066538,2,0.3765559107363725,2,0.5078662926795252,2,0.6817534547797663,1,0.7338452244287003,1,0.8365939346708211
P12_34_56,G2,S003|S005|S006|S007|S015,28,269.0,11,2,24232.244316006923,29.607983122146223,3,0.35084957167474234,1,0.41037072758983234,2,0.302403402173857,4,0.4350693667049189,1,0.7626104879797261,2,0.6045013838238934,1,0.5708064734709744,1,0.6672552848573464
P12_34_56,G3,S010|S011|S012|S013|S014,15,125.0,6,1,13134.207840571064,14.967876326343616,3,0.3519561573864528,1,0.527174918250798,1,0.289791077195379,3,0.5712130278712577,2,0.500064771196778,1,0.5863861897390408,1,0.4613061190132746,1,0.5401360730113178
P12_356_4,G1,S001|S002|S004|S008|S009,37,364.0,10,1,26357.98663544782,34.66610426655345,1,0.45363494167538126,1,0.5209933534167849,1,0.6497708850066538,2,0.3765559107363725,2,0.5078662926795252,2,0.6817534547797663,1,0.7338452244287003,1,0.8365939346708211
P12_356_4,G2,S003|S005|S007|S010|S011|S012|S013|S014|S015,37,335.0,15,3,34617.40285928301,40.95073795930251,3,0.5194774357225005,2,0.36638212370193346,1,0.6297622332645085,4,0.6384142233011988,3,0.45807971258318664,2,0.6307543209112835,1,0.8529179667755336,2,0.4987875957269498
P12_356_4,G3,S006,6,59.0,2,0,2749.0492972949805,3.625121489187333,1,0.37330136009339365,0,0.0,1,0.40649556793495195,1,0.6262854136934397,0,0.0,1,0.8171717568446353,0,0.0,0,0.0
P12_35_46,G1,S001|S002|S004|S008|S009,37,364.0,10,1,26357.98663544782,34.66610426655345,1,0.45363494167538126,1,0.5209933534167849,1,0.6497708850066538,2,0.3765559107363725,2,0.5078662926795252,2,0.6817534547797663,1,0.7338452244287003,1,0.8365939346708211
P12_35_46,G2,S003|S005|S007|S010|S012|S013|S014|S015,34,310.0,14,3,33427.772573546565,39.87356670477278,3,0.5194774357225005,1,0.6063609149386646,1,0.6297622332645085,4,0.6384142233011988,2,0.5637014195389018,2,0.6307543209112835,1,0.8529179667755336,2,0.4987875957269498
P12_35_46,G3,S006|S011,9,84.0,3,0,3938.6795830314195,4.702292743717059,1,0.37330136009339365,1,0.3374512211256343,1,0.40649556793495195,1,0.6262854136934397,1,0.6589637217661671,1,0.8171717568446353,0,0.0,0,0.0
P12_36_45,G1,S001|S002|S004|S008|S009,37,364.0,10,1,26357.98663544782,34.66610426655345,1,0.45363494167538126,1,0.5209933534167849,1,0.6497708850066538,2,0.3765559107363725,2,0.5078662926795252,2,0.6817534547797663,1,0.7338452244287003,1,0.8365939346708211
