id,group_count,resource_total,shortage_total,workload_cv,stock_sufficient,assignment_replay_passed,need_A_aircraft,shortage_A_aircraft,need_B_aircraft,shortage_B_aircraft,need_C_aircraft,shortage_C_aircraft,need_A_batteries,shortage_A_batteries,need_B_batteries,shortage_B_batteries,need_C_batteries,shortage_C_batteries,need_relay_aircraft,shortage_relay_aircraft,need_relay_components,shortage_relay_components
P12_356_4,3,33,6,0.6357313884726464,False,True,5,1,3,1,3,1,7,1,5,1,5,1,2,0,3,0
P12_35_46,3,33,6,0.5918019963951164,False,True,5,1,3,1,3,1,7,1,5,1,5,1,2,0,3,0
P12_36_45,3,41,14,0.22918955172707187,False,True,8,4,4,2,3,1,10,4,5,1,5,1,3,1,3,0
P12_3_456,3,40,13,0.2014786560444761,False,True,8,4,3,1,3,1,10,4,5,1,5,1,3,1,3,0
P13456_2,2,35,8,0.3078114512682055,False,True,5,1,3,1,3,1,8,2,5,1,6,2,2,0,3,0
P1345_26,2,33,6,0.2704747462838282,False,True,5,1,2,0,3,1,8,2,4,0,6,2,2,0,3,0
P1345_2_6,3,35,8,0.7556247898988009,False,True,5,1,3,1,3,1,8,2,5,1,6,2,2,0,3,0
P1346_25,2,38,11,0.06707070638617667,False,True,7,3,4,2,3,1,8,2,5,1,5,1,3,1,3,0
P1346_2_5,3,41,14,0.34280317166614027,False,True,7,3,4,2,4,2,9,3,5,1,6,2,3,1,3,0
P134_256,2,36,9,0.10440741137055395,False,True,7,3,3,1,3,1,8,2,4,0,5,1,3,1,3,0
P134_25_6,3,38,11,0.675714440485722,False,True,7,3,4,2,3,1,8,2,5,1,5,1,3,1,3,0
P134_26_5,3,39,12,0.3257642699237157,False,True,7,3,3,1,4,2,9,3,4,0,6,2,3,1,3,0
P134_2_56,3,40,13,0.29723996516107876,False,True,7,3,3,1,4,2,9,3,5,1,6,2,3,1,3,0
P1356_24,2,33,6,0.22153217288124605,False,True,4,0,3,1,3,1,7,1,5,1,6,2,2,0,3,0
P1356_2_4,3,37,10,0.6957244157666062,False,True,5,1,3,1,4,2,8,2,5,1,7,3,2,0,3,0
P135_246,2,31,4,0.1841954678968686,False,True,4,0,2,0,3,1,7,1,4,0,6,2,2,0,3,0
P135_24_6,3,33,6,0.7122456178799392,False,True,4,0,3,1,3,1,7,1,5,1,6,2,2,0,3,0
P135_26_4,3,35,8,0.6756312506886262,False,True,5,1,2,0,4,2,8,2,4,0,7,3,2,0,3,0
P135_2_46,3,37,10,0.6500335402083731,False,True,5,1,3,1,4,2,8,2,5,1,7,3,2,0,3,0
P136_245,2,39,12,0.1533499847731363,False,True,7,3,4,2,3,1,9,3,5,1,5,1,3,1,3,0
P136_24_5,3,41,14,0.3122879739962556,False,True,7,3,4,2,4,2,9,3,5,1,6,2,3,1,3,0
P136_25_4,3,42,15,0.630218367665199,False,True,8,4,4,2,4,2,9,3,5,1,6,2,3,1,3,0
P136_2_45,3,44,17,0.2376096147635691,False,True,8,4,4,2,4,2,10,4,5,1,7,3,3,1,3,0
P13_2456,2,37,10,0.19068668975751366,False,True,7,3,3,1,3,1,9,3,4,0,5,1,3,1,3,0
P13_245_6,3,39,12,0.6999633478177278,False,True,7,3,4,2,3,1,9,3,5,1,5,1,3,1,3,0
P13_246_5,3,39,12,0.30950973433391227,False,True,7,3,3,1,4,2,9,3,4,0,6,2,3,1,3,0
P13_24_56,3,40,13,0.2705428561843362,False,True,7,3,3,1,4,2,9,3,5,1,6,2,3,1,3,0
P13_256_4,3,40,13,0.6415690989508653,False,True,8,4,3,1,4,2,9,3,4,0,6,2,3,1,3,0
P13_25_46,3,42,15,0.5972282883713781,False,True,8,4,4,2,4,2,9,3,5,1,6,2,3,1,3,0
P13_26_45,3,42,15,0.22338028119723619,False,True,8,4,3,1,4,2,10,4,4,0,7,3,3,1,3,0
P13_2_456,3,43,16,0.19225000208812076,False,True,8,4,3,1,4,2,10,4,5,1,7,3,3,1,3,0
P1456_23,2,42,15,0.3664414860962347,False,True,8,4,3,1,4,2,10,4,5,1,6,2,3,1,3,0
P1456_2_3,3,43,16,0.03679403226018259,False,True,8,4,3,1,4,2,11,5,5,1,6,2,3,1,3,0
P145_236,2,41,14,0.403778191080612,False,True,8,4,3,1,4,2,10,4,4,0,6,2,3,1,3,0
P145_23_6,3,43,16,0.8173295586367307,False,True,8,4,4,2,4,2,10,4,5,1,6,2,3,1,3,0
P145_26_3,3,42,15,0.08202696866882153,False,True,8,4,3,1,4,2,11,5,4,0,6,2,3,1,3,0
P145_2_36,3,44,17,0.07565671578577683,False,True,8,4,4,2,4,2,11,5,5,1,6,2,3,1,3,0
P146_235,2,34,7,0.7413236437506169,False,True,5,1,3,1,3,1,8,2,5,1,5,1,2,0,3,0
P146_23_5,3,43,16,0.745626795556069,False,True,8,4,4,2,4,2,10,4,5,1,6,2,3,1,3,0
P146_25_3,3,41,14,0.49510380723732655,False,True,8,4,4,2,3,1,10,4,5,1,5,1,3,1,3,0
P146_2_35,3,35,8,0.4848114776988365,False,True,5,1,3,1,3,1,8,2,5,1,6,2,2,0,3,0
P14_2356,2,32,5,0.7786603487349943,False,True,5,1,2,0,3,1,8,2,4,0,5,1,2,0,3,0
P14_235_6,3,34,7,1.1454016663531612,False,True,5,1,3,1,3,1,8,2,5,1,5,1,2,0,3,0
P14_236_5,3,41,14,0.7874584511753342,False,True,8,4,3,1,4,2,10,4,4,0,6,2,3,1,3,0
P14_23_56,3,42,15,0.7513710635542502,False,True,8,4,3,1,4,2,10,4,5,1,6,2,3,1,3,0
P14_256_3,3,39,12,0.5408262163511248,False,True,8,4,3,1,3,1,10,4,4,0,5,1,3,1,3,0
P14_25_36,3,41,14,0.5200896216622621,False,True,8,4,4,2,3,1,10,4,5,1,5,1,3,1,3,0
P14_26_35,3,33,6,0.5112847430482692,False,True,5,1,2,0,3,1,8,2,4,0,6,2,2,0,3,0
P14_2_356,3,35,8,0.5304742221020748,False,True,5,1,3,1,3,1,8,2,5,1,6,2,2,0,3,0
P156_234,2,40,13,0.45272076448319437,False,True,7,3,3,1,4,2,9,3,5,1,6,2,3,1,3,0
P156_23_4,3,44,17,0.7940974485689967,False,True,8,4,3,1,5,3,10,4,5,1,7,3,3,1,3,0
P156_24_3,3,41,14,0.1418020002453141,False,True,7,3,3,1,4,2,10,4,5,1,6,2,3,1,3,0
P156_2_34,3,43,16,0.13336641205440622,False,True,7,3,3,1,5,3,10,4,5,1,7,3,3,1,3,0
P15_2346,2,39,12,0.4900574694675717,False,True,7,3,3,1,4,2,9,3,4,0,6,2,3,1,3,0
P15_234_6,3,41,14,0.8825388235988023,False,True,7,3,4,2,4,2,9,3,5,1,6,2,3,1,3,0
P15_236_4,3,43,16,0.8237469460087606,False,True,8,4,3,1,5,3,10,4,4,0,7,3,3,1,3,0
P15_23_46,3,45,18,0.779014424151873,False,True,8,4,4,2,5,3,10,4,5,1,7,3,3,1,3,0
P15_246_3,3,40,13,0.18747421674139936,False,True,7,3,3,1,4,2,10,4,4,0,6,2,3,1,3,0
P15_24_36,3,42,15,0.17120169698982785,False,True,7,3,4,2,4,2,10,4,5,1,6,2,3,1,3,0
P15_26_34,3,42,15,0.1673119798113586,False,True,7,3,3,1,5,3,10,4,4,0,7,3,3,1,3,0
P15_2_346,3,44,17,0.17838410688171957,False,True,7,3,4,2,5,3,10,4,5,1,7,3,3,1,3,0
P16_2345,2,33,6,0.8276029221375766,False,True,5,1,3,1,3,1,7,1,5,1,5,1,2,0,3,0
P16_234_5,3,42,15,0.8429064320004969,False,True,8,4,4,2,4,2,9,3,5,1,6,2,3,1,3,0
P16_235_4,3,37,10,1.1410651488694905,False,True,6,2,3,1,4,2,8,2,5,1,6,2,2,0,3,0
P16_23_45,3,45,18,0.762997194034209,False,True,9,5,4,2,4,2,10,4,5,1,7,3,3,1,3,0
P16_245_3,3,41,14,0.6007624093867758,False,True,8,4,4,2,3,1,10,4,5,1,5,1,3,1,3,0
P16_24_35,3,34,7,0.5498299904843205,False,True,5,1,3,1,3,1,7,1,5,1,6,2,2,0,3,0
P16_25_34,3,42,15,0.5568459590039673,False,True,8,4,4,2,4,2,9,3,5,1,6,2,3,1,3,0
P16_2_345,3,38,11,0.5903462154452516,False,True,6,2,3,1,4,2,8,2,5,1,7,3,2,0,3,0
P1_23456,2,31,4,0.8649396271219539,False,True,5,1,2,0,3,1,7,1,4,0,5,1,2,0,3,0
P1_2345_6,3,33,6,1.2328121637744098,False,True,5,1,3,1,3,1,7,1,5,1,5,1,2,0,3,0
P1_2346_5,3,40,13,0.8855997397663625,False,True,8,4,3,1,4,2,9,3,4,0,6,2,3,1,3,0
P1_234_56,3,41,14,0.8508363449855322,False,True,8,4,3,1,4,2,9,3,5,1,6,2,3,1,3,0
P1_2356_4,3,35,8,1.1798256399876499,False,True,6,2,2,0,4,2,8,2,4,0,6,2,2,0,3,0
P1_235_46,3,37,10,1.1398673984125562,False,True,6,2,3,1,4,2,8,2,5,1,6,2,2,0,3,0
P1_236_45,3,43,16,0.8069252060292941,False,True,9,5,3,1,4,2,10,4,4,0,7,3,3,1,3,0
P1_23_456,3,44,17,0.7748729101534689,False,True,9,5,3,1,4,2,10,4,5,1,7,3,3,1,3,0
P1_2456_3,3,39,12,0.64648653564802,False,True,8,4,3,1,3,1,10,4,4,0,5,1,3,1,3,0
P1_245_36,3,41,14,0.6253902646325745,False,True,8,4,4,2,3,1,10,4,5,1,5,1,3,1,3,0
P1_246_35,3,32,5,0.5816761039372254,False,True,5,1,2,0,3,1,7,1,4,0,6,2,2,0,3,0
P1_24_356,3,34,7,0.5945635590812459,False,True,5,1,3,1,3,1,7,1,5,1,6,2,2,0,3,0
P1_256_34,3,40,13,0.6018926103184223,False,True,8,4,3,1,4,2,9,3,4,0,6,2,3,1,3,0
P1_25_346,3,42,15,0.5874580909044863,False,True,8,4,4,2,4,2,9,3,5,1,6,2,3,1,3,0
P1_26_345,3,36,9,0.6162066614383805,False,True,6,2,2,0,4,2,8,2,4,0,7,3,2,0,3,0
P1_2_3456,3,38,11,0.6360295098397557,False,True,6,2,3,1,4,2,8,2,5,1,7,3,2,0,3,0
