scheme,box,kind,priority,desired_s,hard_deadline_s,delivered_s,hard_slack_s,soft_delay_s
zero_delay_efficient,S002-MED-01,医疗物资,24,3600,3600,1557.8743471608939,2042.1256528391061,
zero_delay_efficient,S002-WAT-01,饮用水,12,3600,3600,1557.8743471608939,2042.1256528391061,
zero_delay_efficient,S002-WAT-02,饮用水,12,3600,,1490.9508206392265,,0.0
zero_delay_efficient,S002-WAT-03,饮用水,12,3600,,1490.9508206392265,,0.0
zero_delay_efficient,S002-WAT-04,饮用水,12,3600,,1490.9508206392265,,0.0
zero_delay_efficient,S003-FOD-01,应急食品,8,10800,,6253.1121191589455,,0.0
zero_delay_efficient,S003-FOD-02,应急食品,8,10800,,6253.1121191589455,,0.0
zero_delay_efficient,S003-HYG-01,生活卫生用品,6,14400,,6253.1121191589455,,0.0
zero_delay_efficient,S003-MED-01,医疗物资,20,7200,7200,3557.9005420349276,3642.0994579650724,
zero_delay_efficient,S003-WAT-01,饮用水,10,7200,7200,6766.286864397732,433.71313560226827,
zero_delay_efficient,S003-WAT-02,饮用水,10,7200,,6253.1121191589455,,0.0
zero_delay_efficient,S003-WAT-03,饮用水,10,7200,,6253.1121191589455,,0.0
zero_delay_efficient,S003-WAT-04,饮用水,10,7200,,6253.1121191589455,,0.0
zero_delay_efficient,S004-FOD-01,应急食品,8,10800,,5064.069851279839,,0.0
zero_delay_efficient,S004-HYG-01,生活卫生用品,6,14400,,5064.069851279839,,0.0
zero_delay_efficient,S004-MED-01,医疗物资,20,7200,7200,2686.097244465844,4513.902755534156,
zero_delay_efficient,S004-WAT-01,饮用水,10,7200,7200,2686.097244465844,4513.902755534156,
zero_delay_efficient,S004-WAT-02,饮用水,10,7200,,5064.069851279839,,0.0
zero_delay_efficient,S004-WAT-03,饮用水,10,7200,,5064.069851279839,,0.0
zero_delay_efficient,S005-FOD-01,应急食品,6,14400,,7026.349204081665,,0.0
zero_delay_efficient,S005-HYG-01,生活卫生用品,4,18000,,7026.349204081665,,0.0
zero_delay_efficient,S005-MED-01,医疗物资,16,10800,10800,4627.065997286569,6172.934002713431,
zero_delay_efficient,S005-WAT-01,饮用水,8,10800,10800,4627.065997286569,6172.934002713431,
zero_delay_efficient,S005-WAT-02,饮用水,8,10800,,7026.349204081665,,0.0
zero_delay_efficient,S005-WAT-03,饮用水,8,10800,,7026.349204081665,,0.0
zero_delay_efficient,S006-FOD-01,应急食品,10,7200,,2664.5887189564614,,0.0
zero_delay_efficient,S006-HYG-01,生活卫生用品,8,10800,,2664.5887189564614,,0.0
zero_delay_efficient,S006-MED-01,医疗物资,24,3600,3600,883.7532919679674,2716.2467080320325,
zero_delay_efficient,S006-WAT-01,饮用水,12,3600,3600,883.7532919679674,2716.2467080320325,
zero_delay_efficient,S006-WAT-02,饮用水,12,3600,,2664.5887189564614,,0.0
zero_delay_efficient,S006-WAT-03,饮用水,12,3600,,2664.5887189564614,,0.0
zero_delay_efficient,S007-FOD-01,应急食品,10,7200,,3349.371857352493,,0.0
zero_delay_efficient,S007-HYG-01,生活卫生用品,8,10800,,3349.371857352493,,0.0
zero_delay_efficient,S007-MED-01,医疗物资,24,3600,3600,1133.8608178597733,2466.1391821402267,
zero_delay_efficient,S007-WAT-01,饮用水,12,3600,3600,1133.8608178597733,2466.1391821402267,
zero_delay_efficient,S007-WAT-02,饮用水,12,3600,,3349.371857352493,,0.0
zero_delay_efficient,S008-FOD-01,应急食品,8,10800,,4837.497667992171,,0.0
zero_delay_efficient,S008-HYG-01,生活卫生用品,6,14400,,4546.50819270126,,0.0
zero_delay_efficient,S008-MED-01,医疗物资,20,7200,7200,4837.497667992171,2362.502332007829,
zero_delay_efficient,S008-WAT-01,饮用水,10,7200,7200,4837.497667992171,2362.502332007829,
zero_delay_efficient,S008-WAT-02,饮用水,10,7200,,4546.50819270126,,0.0
zero_delay_efficient,S009-FOD-01,应急食品,6,14400,,6478.27100537643,,0.0
zero_delay_efficient,S009-MED-01,医疗物资,16,10800,10800,1127.3572431194746,9672.642756880525,
zero_delay_efficient,S009-WAT-01,饮用水,8,10800,10800,5051.954794012803,5748.045205987197,
zero_delay_efficient,S010-FOD-01,应急食品,10,7200,,3078.5013526848325,,0.0
zero_delay_efficient,S010-MED-01,医疗物资,24,3600,3600,2264.8022634997756,1335.1977365002244,
zero_delay_efficient,S010-WAT-01,饮用水,12,3600,3600,2264.8022634997756,1335.1977365002244,
zero_delay_efficient,S011-FOD-01,应急食品,6,14400,,5725.549283438093,,0.0
zero_delay_efficient,S011-MED-01,医疗物资,16,10800,10800,3655.016610792755,7144.983389207246,
zero_delay_efficient,S011-WAT-01,饮用水,8,10800,10800,3655.016610792755,7144.983389207246,
zero_delay_efficient,S012-FOD-01,应急食品,10,7200,,3270.8991660517268,,0.0
zero_delay_efficient,S012-MED-01,医疗物资,22,7200,3600,1345.2495443797914,2254.7504556202084,
zero_delay_efficient,S012-WAT-01,饮用水,12,3600,3600,1345.2495443797914,2254.7504556202084,
zero_delay_efficient,S013-FOD-01,应急食品,10,7200,,2761.271337042966,,0.0
zero_delay_efficient,S013-MED-01,医疗物资,24,3600,3600,998.0180296134231,2601.981970386577,
zero_delay_efficient,S013-WAT-01,饮用水,12,3600,3600,998.0180296134231,2601.981970386577,
zero_delay_efficient,S014-FOD-01,应急食品,10,7200,,2702.548111879978,,0.0
zero_delay_efficient,S014-MED-01,医疗物资,22,7200,3600,2640.79550430463,959.20449569537,
zero_delay_efficient,S014-WAT-01,饮用水,12,3600,3600,2640.79550430463,959.20449569537,
zero_delay_efficient,S015-FOD-01,应急食品,6,14400,,6016.950781259929,,0.0
zero_delay_efficient,S015-MED-01,医疗物资,18,7200,7200,4015.1646859079833,3184.8353140920167,
zero_delay_efficient,S015-WAT-01,饮用水,8,10800,10800,6343.528658023246,4456.471341976754,
delivery_priority,S001-FOD-01,应急食品,10,7200,,1248.8980887587327,,0.0
delivery_priority,S001-FOD-02,应急食品,10,7200,,1248.8980887587327,,0.0
delivery_priority,S001-FOD-03,应急食品,10,7200,,1248.8980887587327,,0.0
delivery_priority,S001-HYG-01,生活卫生用品,8,10800,,2678.324266276198,,0.0
delivery_priority,S001-HYG-02,生活卫生用品,8,10800,,2678.324266276198,,0.0
delivery_priority,S001-MED-01,医疗物资,24,3600,3600,969.3587719896758,2630.641228010324,
delivery_priority,S001-MED-02,医疗物资,24,3600,3600,969.3587719896758,2630.641228010324,
delivery_priority,S001-WAT-01,饮用水,12,3600,3600,969.3587719896758,2630.641228010324,
delivery_priority,S001-WAT-02,饮用水,12,3600,,1248.8980887587327,,0.0
delivery_priority,S001-WAT-03,饮用水,12,3600,,2678.324266276198,,0.0
delivery_priority,S001-WAT-04,饮用水,12,3600,,2678.324266276198,,0.0
delivery_priority,S001-WAT-05,饮用水,12,3600,,2678.324266276198,,0.0
delivery_priority,S001-WAT-06,饮用水,12,3600,,1248.8980887587327,,0.0
delivery_priority,S001-WAT-07,饮用水,12,3600,,1248.8980887587327,,0.0
delivery_priority,S001-WAT-08,饮用水,12,3600,,1248.8980887587327,,0.0
delivery_priority,S002-FOD-01,应急食品,10,7200,,3895.5487035495075,,0.0
delivery_priority,S002-FOD-02,应急食品,10,7200,,3895.5487035495075,,0.0
delivery_priority,S002-HYG-01,生活卫生用品,8,10800,,3895.5487035495075,,0.0
delivery_priority,S002-MED-01,医疗物资,24,3600,3600,2603.4798260924863,996.5201739075137,
delivery_priority,S002-WAT-01,饮用水,12,3600,3600,2603.4798260924863,996.5201739075137,
delivery_priority,S002-WAT-02,饮用水,12,3600,,3895.5487035495075,,295.54870354950754
delivery_priority,S002-WAT-03,饮用水,12,3600,,3895.5487035495075,,295.54870354950754
delivery_priority,S002-WAT-04,饮用水,12,3600,,3895.5487035495075,,295.54870354950754
delivery_priority,S003-FOD-01,应急食品,8,10800,,4877.238539590053,,0.0
delivery_priority,S003-FOD-02,应急食品,8,10800,,4877.238539590053,,0.0
delivery_priority,S003-HYG-01,生活卫生用品,6,14400,,4877.238539590053,,0.0
delivery_priority,S003-MED-01,医疗物资,20,7200,7200,3603.8481591387217,3596.1518408612783,
delivery_priority,S003-WAT-01,饮用水,10,7200,7200,3603.8481591387217,3596.1518408612783,
delivery_priority,S003-WAT-02,饮用水,10,7200,,4877.238539590053,,0.0
delivery_priority,S003-WAT-03,饮用水,10,7200,,4877.238539590053,,0.0
delivery_priority,S003-WAT-04,饮用水,10,7200,,4877.238539590053,,0.0
delivery_priority,S004-FOD-01,应急食品,8,10800,,5973.241556672654,,0.0
delivery_priority,S004-HYG-01,生活卫生用品,6,14400,,5973.241556672654,,0.0
delivery_priority,S004-MED-01,医疗物资,20,7200,7200,3552.4150794406305,3647.5849205593695,
delivery_priority,S004-WAT-01,饮用水,10,7200,7200,3552.4150794406305,3647.5849205593695,
delivery_priority,S004-WAT-02,饮用水,10,7200,,5973.241556672654,,0.0
delivery_priority,S004-WAT-03,饮用水,10,7200,,5973.241556672654,,0.0
delivery_priority,S005-FOD-01,应急食品,6,14400,,6910.340620336783,,0.0
delivery_priority,S005-HYG-01,生活卫生用品,4,18000,,6910.340620336783,,0.0
delivery_priority,S005-MED-01,医疗物资,16,10800,10800,2932.018530289616,7867.981469710384,
delivery_priority,S005-WAT-01,饮用水,8,10800,10800,2932.018530289616,7867.981469710384,
delivery_priority,S005-WAT-02,饮用水,8,10800,,6910.340620336783,,0.0
delivery_priority,S005-WAT-03,饮用水,8,10800,,6910.340620336783,,0.0
delivery_priority,S006-FOD-01,应急食品,10,7200,,1169.162541438996,,0.0
delivery_priority,S006-HYG-01,生活卫生用品,8,10800,,1169.162541438996,,0.0
delivery_priority,S006-MED-01,医疗物资,24,3600,3600,936.7704405418276,2663.2295594581724,
delivery_priority,S006-WAT-01,饮用水,12,3600,3600,936.7704405418276,2663.2295594581724,
delivery_priority,S006-WAT-02,饮用水,12,3600,,1169.162541438996,,0.0
delivery_priority,S006-WAT-03,饮用水,12,3600,,1169.162541438996,,0.0
delivery_priority,S007-FOD-01,应急食品,10,7200,,1853.9456798350275,,0.0
delivery_priority,S007-HYG-01,生活卫生用品,8,10800,,1853.9456798350275,,0.0
delivery_priority,S007-MED-01,医疗物资,24,3600,3600,1088.2971239330009,2511.702876066999,
delivery_priority,S007-WAT-01,饮用水,12,3600,3600,1088.2971239330009,2511.702876066999,
delivery_priority,S007-WAT-02,饮用水,12,3600,,1853.9456798350275,,0.0
delivery_priority,S008-FOD-01,应急食品,8,10800,,5062.844738922464,,0.0
delivery_priority,S008-HYG-01,生活卫生用品,6,14400,,6960.886010409458,,0.0
delivery_priority,S008-MED-01,医疗物资,20,7200,7200,5062.844738922464,2137.155261077536,
delivery_priority,S008-WAT-01,饮用水,10,7200,7200,5062.844738922464,2137.155261077536,
delivery_priority,S008-WAT-02,饮用水,10,7200,,6960.886010409458,,0.0
delivery_priority,S009-FOD-01,应急食品,6,14400,,5430.1053563799305,,0.0
delivery_priority,S009-MED-01,医疗物资,16,10800,10800,5204.341209615016,5595.658790384984,
delivery_priority,S009-WAT-01,饮用水,8,10800,10800,5204.341209615016,5595.658790384984,
delivery_priority,S010-FOD-01,应急食品,10,7200,,3672.6128284104134,,0.0
delivery_priority,S010-MED-01,医疗物资,24,3600,3600,1104.4629012533037,2495.5370987466963,
delivery_priority,S010-WAT-01,饮用水,12,3600,3600,1104.4629012533037,2495.5370987466963,
delivery_priority,S011-FOD-01,应急食品,6,14400,,1577.1212152154694,,0.0
delivery_priority,S011-MED-01,医疗物资,16,10800,10800,4221.019711201891,6578.980288798109,
delivery_priority,S011-WAT-01,饮用水,8,10800,10800,4221.019711201891,6578.980288798109,
delivery_priority,S012-FOD-01,应急食品,10,7200,,1281.9422220109946,,0.0
delivery_priority,S012-MED-01,医疗物资,22,7200,3600,1281.9422220109946,2318.0577779890054,
delivery_priority,S012-WAT-01,饮用水,12,3600,3600,1281.9422220109946,2318.0577779890054,
delivery_priority,S013-FOD-01,应急食品,10,7200,,3933.893314616277,,0.0
delivery_priority,S013-MED-01,医疗物资,24,3600,3600,2391.3005786361045,1208.6994213638955,
delivery_priority,S013-WAT-01,饮用水,12,3600,3600,2391.3005786361045,1208.6994213638955,
delivery_priority,S014-FOD-01,应急食品,10,7200,,5994.837106370557,,0.0
delivery_priority,S014-MED-01,医疗物资,22,7200,3600,1260.0079387528287,2339.9920612471715,
delivery_priority,S014-WAT-01,饮用水,12,3600,3600,1260.0079387528287,2339.9920612471715,
delivery_priority,S015-FOD-01,应急食品,6,14400,,3162.250940267144,,0.0
delivery_priority,S015-MED-01,医疗物资,18,7200,7200,3162.250940267144,4037.749059732856,
delivery_priority,S015-WAT-01,饮用水,8,10800,10800,3162.250940267144,7637.749059732856,
energy_guarded,S001-FOD-01,应急食品,10,7200,,4567.548672426705,,0.0
energy_guarded,S001-FOD-02,应急食品,10,7200,,4567.548672426705,,0.0
energy_guarded,S001-FOD-03,应急食品,10,7200,,4567.548672426705,,0.0
energy_guarded,S001-HYG-01,生活卫生用品,8,10800,,1182.8980887587327,,0.0
energy_guarded,S001-HYG-02,生活卫生用品,8,10800,,1182.8980887587327,,0.0
energy_guarded,S001-MED-01,医疗物资,24,3600,3600,918.3019870741625,2681.6980129258372,
energy_guarded,S001-MED-02,医疗物资,24,3600,3600,918.3019870741625,2681.6980129258372,
energy_guarded,S001-WAT-01,饮用水,12,3600,3600,918.3019870741625,2681.6980129258372,
energy_guarded,S001-WAT-02,饮用水,12,3600,,1182.8980887587327,,0.0
energy_guarded,S001-WAT-03,饮用水,12,3600,,1182.8980887587327,,0.0
energy_guarded,S001-WAT-04,饮用水,12,3600,,1182.8980887587327,,0.0
energy_guarded,S001-WAT-05,饮用水,12,3600,,1182.8980887587327,,0.0
energy_guarded,S001-WAT-06,饮用水,12,3600,,4567.548672426705,,967.5486724267048
energy_guarded,S001-WAT-07,饮用水,12,3600,,4567.548672426705,,967.5486724267048
energy_guarded,S001-WAT-08,饮用水,12,3600,,4567.548672426705,,967.5486724267048
energy_guarded,S002-FOD-01,应急食品,10,7200,,1490.9508206392265,,0.0
energy_guarded,S002-FOD-02,应急食品,10,7200,,1490.9508206392265,,0.0
energy_guarded,S002-HYG-01,生活卫生用品,8,10800,,1490.9508206392265,,0.0
energy_guarded,S002-MED-01,医疗物资,24,3600,3600,3377.672871132215,222.32712886778518,
energy_guarded,S002-WAT-01,饮用水,12,3600,3600,3377.672871132215,222.32712886778518,
energy_guarded,S002-WAT-02,饮用水,12,3600,,1490.9508206392265,,0.0
energy_guarded,S002-WAT-03,饮用水,12,3600,,1490.9508206392265,,0.0
energy_guarded,S002-WAT-04,饮用水,12,3600,,1490.9508206392265,,0.0
energy_guarded,S003-FOD-01,应急食品,8,10800,,8447.23968011534,,0.0
energy_guarded,S003-FOD-02,应急食品,8,10800,,8447.23968011534,,0.0
energy_guarded,S003-HYG-01,生活卫生用品,6,14400,,8447.23968011534,,0.0
energy_guarded,S003-MED-01,医疗物资,20,7200,7200,1409.111829747456,5790.888170252544,
energy_guarded,S003-WAT-01,饮用水,10,7200,7200,1409.111829747456,5790.888170252544,
energy_guarded,S003-WAT-02,饮用水,10,7200,,8447.23968011534,,1247.239680115341
energy_guarded,S003-WAT-03,饮用水,10,7200,,8447.23968011534,,1247.239680115341
energy_guarded,S003-WAT-04,饮用水,10,7200,,8447.23968011534,,1247.239680115341
energy_guarded,S004-FOD-01,应急食品,8,10800,,6877.524729898725,,0.0
energy_guarded,S004-HYG-01,生活卫生用品,6,14400,,6877.524729898725,,0.0
energy_guarded,S004-MED-01,医疗物资,20,7200,7200,2689.640581570148,4510.359418429853,
energy_guarded,S004-WAT-01,饮用水,10,7200,7200,2689.640581570148,4510.359418429853,
energy_guarded,S004-WAT-02,饮用水,10,7200,,6877.524729898725,,0.0
energy_guarded,S004-WAT-03,饮用水,10,7200,,6877.524729898725,,0.0
energy_guarded,S005-FOD-01,应急食品,6,14400,,8839.804082700553,,0.0
energy_guarded,S005-HYG-01,生活卫生用品,4,18000,,8839.804082700553,,0.0
energy_guarded,S005-MED-01,医疗物资,16,10800,10800,6242.01480526474,4557.98519473526,
energy_guarded,S005-WAT-01,饮用水,8,10800,10800,6242.01480526474,4557.98519473526,
energy_guarded,S005-WAT-02,饮用水,8,10800,,8839.804082700553,,0.0
energy_guarded,S005-WAT-03,饮用水,8,10800,,8839.804082700553,,0.0
energy_guarded,S006-FOD-01,应急食品,10,7200,,3194.244182717449,,0.0
energy_guarded,S006-HYG-01,生活卫生用品,8,10800,,3194.244182717449,,0.0
energy_guarded,S006-MED-01,医疗物资,24,3600,3600,936.7704405418276,2663.2295594581724,
energy_guarded,S006-WAT-01,饮用水,12,3600,3600,936.7704405418276,2663.2295594581724,
energy_guarded,S006-WAT-02,饮用水,12,3600,,3194.244182717449,,0.0
energy_guarded,S006-WAT-03,饮用水,12,3600,,3194.244182717449,,0.0
energy_guarded,S007-FOD-01,应急食品,10,7200,,2833.998380592719,,0.0
energy_guarded,S007-HYG-01,生活卫生用品,8,10800,,2833.998380592719,,0.0
energy_guarded,S007-MED-01,医疗物资,24,3600,3600,2833.998380592719,766.0016194072809,
energy_guarded,S007-WAT-01,饮用水,12,3600,3600,2833.998380592719,766.0016194072809,
energy_guarded,S007-WAT-02,饮用水,12,3600,,2833.998380592719,,0.0
energy_guarded,S008-FOD-01,应急食品,8,10800,,6102.651139208319,,0.0
energy_guarded,S008-HYG-01,生活卫生用品,6,14400,,6102.651139208319,,0.0
energy_guarded,S008-MED-01,医疗物资,20,7200,7200,6102.651139208319,1097.3488607916806,
energy_guarded,S008-WAT-01,饮用水,10,7200,7200,6102.651139208319,1097.3488607916806,
energy_guarded,S008-WAT-02,饮用水,10,7200,,6102.651139208319,,0.0
energy_guarded,S009-FOD-01,应急食品,6,14400,,2976.003812329418,,0.0
energy_guarded,S009-MED-01,医疗物资,16,10800,10800,5039.316713643323,5760.683286356677,
energy_guarded,S009-WAT-01,饮用水,8,10800,10800,5039.316713643323,5760.683286356677,
energy_guarded,S010-FOD-01,应急食品,10,7200,,2647.055637233476,,0.0
energy_guarded,S010-MED-01,医疗物资,24,3600,3600,1104.4629012533037,2495.5370987466963,
energy_guarded,S010-WAT-01,饮用水,12,3600,3600,1104.4629012533037,2495.5370987466963,
energy_guarded,S011-FOD-01,应急食品,6,14400,,3501.0141711307638,,0.0
energy_guarded,S011-MED-01,医疗物资,16,10800,10800,3088.690602825173,7711.309397174828,
energy_guarded,S011-WAT-01,饮用水,8,10800,10800,3088.690602825173,7711.309397174828,
energy_guarded,S012-FOD-01,应急食品,10,7200,,1281.9422220109946,,0.0
energy_guarded,S012-MED-01,医疗物资,22,7200,3600,1281.9422220109946,2318.0577779890054,
energy_guarded,S012-WAT-01,饮用水,12,3600,3600,1281.9422220109946,2318.0577779890054,
